,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.6,0.28,0.0,0.06,0.05,0.39,0.58,0.85,0.19,0.17
haphazard.csv,0.52,0.28,0.54,0.05,0.07,0.39,0.68,0.67,0.29,0.14
jicarilla.csv,0.4,0.0,0.77,0.0,0.0,0.0,0.67,0.66,0.0,0.0
ondex.csv,0.88,0.42,0.0,0.08,0.1,0.5,0.0,0.8,0.39,0.3
optalgtoolkit.csv,0.64,0.29,0.38,0.07,0.07,0.59,0.56,0.71,0.14,0.18
ossim.csv,0.42,0.3,0.4,0.15,0.0,0.41,0.56,0.7,0.15,0.18
projectts.csv,0.61,0.25,0.15,0.06,0.06,0.34,0.68,0.67,0.18,0.16
sabbu.csv,0.77,0.26,0.23,0.08,0.08,0.0,0.59,0.71,0.21,0.23
vxl.csv,0.59,0.32,0.18,0.09,0.03,0.34,0.79,0.75,0.26,0.13
zact.csv,0.48,0.17,0.5,0.07,0.15,0.0,0.57,0.67,0.25,0.38
