,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.27,0.43,0.56,0.98,0.33,0.3,0.62,0.53,0.42
ctrlr.csv,0.23,0.02,0.12,0.4,0.9,0.26,0.05,0.16,0.09
customsagetv.csv,0.0,0.07,0.98,0.0,0.0,0.02,0.0,0.06,0.2
glas.csv,0.41,0.5,0.65,0.52,0.29,0.6,0.92,0.31,0.56
octave.csv,0.91,0.34,0.83,0.3,0.0,0.57,0.03,0.41,0.76
tango-cs.csv,0.32,0.48,0.44,0.7,0.81,0.56,0.62,0.44,0.91
xcf.csv,0.73,0.66,0.73,0.62,0.29,0.76,0.41,0.94,0.53
xfce.csv,0.5,0.82,0.17,0.62,0.38,0.98,0.51,0.66,0.78
zildo.csv,0.14,0.98,0.21,0.61,0.14,0.55,0.0,0.22,0.29
