,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.26,0.44,0.57,0.99,0.33,0.41,0.65,0.58,0.45
ctrlr.csv,0.31,0.04,0.17,0.49,0.93,0.37,0.08,0.26,0.14
customsagetv.csv,0.0,0.13,0.99,0.0,0.0,0.03,0.0,0.11,0.28
glas.csv,0.31,0.54,0.65,0.58,0.27,0.68,0.96,0.38,0.51
octave.csv,0.95,0.37,0.73,0.42,0.0,0.63,0.05,0.49,0.54
tango-cs.csv,0.16,0.51,0.46,0.66,0.45,0.6,0.46,0.58,0.95
xcf.csv,0.4,0.6,0.65,0.68,0.27,0.75,0.42,0.97,0.46
xfce.csv,0.33,0.62,0.22,0.62,0.27,0.99,0.57,0.64,0.54
zildo.csv,0.19,0.99,0.28,0.65,0.12,0.61,0.0,0.33,0.35
