,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.68,0.6,0.49,0.52,0.9,0.75,0.74,0.48,0.54
ctrlr.csv,0.9,0.75,0.94,0.91,0.95,0.95,0.92,0.86,0.92
customsagetv.csv,0.75,0.67,0.51,0.0,0.75,0.75,0.0,0.8,0.95
glas.csv,0.68,0.49,0.42,0.41,0.57,0.37,0.59,0.62,0.43
octave.csv,0.95,0.73,0.42,0.62,0.5,0.46,0.75,0.81,0.46
tango-cs.csv,0.67,0.58,0.47,0.64,0.59,0.68,0.63,0.56,0.63
xcf.csv,0.46,0.42,0.35,0.42,0.65,0.39,0.71,0.5,0.37
xfce.csv,0.6,0.4,0.58,0.49,0.62,0.47,0.77,0.41,0.32
zildo.csv,0.9,0.47,0.63,0.42,0.72,0.57,0.67,0.82,0.63
