,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.25,0.5,0.52,0.0,0.0,0.02,0.4,0.39,0.0
avisynth2.csv,0.0,0.64,0.0,0.0,0.6,0.06,0.33,0.0,0.67
les-indemodables.csv,0.38,0.74,0.26,0.26,0.06,0.04,0.54,0.43,0.52
lportal.csv,0.4,1.0,0.06,0.32,0.0,0.15,0.53,0.0,0.48
mbse.csv,0.27,0.62,0.29,0.44,0.0,0.08,0.38,0.5,0.48
mplayer-ce.csv,0.35,0.76,0.32,0.48,0.07,0.04,0.43,0.41,0.56
simplewebservices.csv,0.28,0.63,0.29,0.28,0.06,0.06,0.37,0.55,0.44
vapor.csv,0.4,1.0,0.27,0.3,0.0,0.04,0.11,0.35,0.45
zscreen.csv,0.36,0.88,0.27,0.5,0.05,0.05,0.4,0.52,0.43
