,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.6,0.35,0.73,0.0,0.0,0.17,0.05,0.18,0.0
avisynth2.csv,0.0,0.3,0.0,0.0,1.0,0.04,0.03,0.0,0.01
les-indemodables.csv,0.8,0.43,0.59,0.97,1.0,0.98,0.78,0.49,0.56
lportal.csv,0.08,0.17,0.02,0.58,0.0,0.74,0.54,0.0,0.51
mbse.csv,0.68,0.35,0.36,0.66,0.0,0.24,0.27,0.84,0.46
mplayer-ce.csv,0.84,0.61,0.82,0.38,1.0,0.9,0.81,0.96,0.55
simplewebservices.csv,1.0,0.96,0.93,0.91,1.0,0.89,0.81,0.68,0.81
vapor.csv,0.56,0.11,0.84,0.63,0.0,1.0,0.03,0.27,1.0
zscreen.csv,0.68,0.76,1.0,0.45,1.0,0.96,0.05,0.77,0.8
