,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.44,0.76,0.33,0.75,0.73,0.36
minig.csv,0.33,0.44,0.58,0.13,0.56,0.06
ossbuild.csv,0.38,0.63,0.43,0.33,0.7,0.33
rezilla.csv,0.58,0.5,0.64,0.09,0.66,0.23
rocrail.csv,0.6,0.48,0.37,0.04,0.69,0.49
webdriver.csv,0.3,0.72,0.33,0.0,0.73,0.42
