,recall,precision,pf,wins
auber.csv,0.53,0.63,0.39,6
autat.csv,0.21,0.69,0.16,13
brlcad.csv,0.86,0.57,0.88,2
delphilhlplib.csv,0.61,0.6,0.49,5
exordium.csv,0.2,0.69,0.17,11
fltk.csv,0.43,0.65,0.3,8
google-web-toolkit.csv,0.43,0.68,0.25,15
gzigzag.csv,0.16,0.76,0.07,18
irrlicht.csv,0.57,0.55,0.72,0
mimosa.csv,0.59,0.54,0.52,4
mptvseries.csv,0.45,0.66,0.25,14
ogre.csv,1.0,0.55,1.0,1
openfrag.csv,0.6,0.66,0.41,10
qdvdauthor.csv,0.55,0.52,0.48,3
qse.csv,0.51,0.64,0.31,9
sauerbraten.csv,0.25,0.69,0.12,16
toped.csv,0.56,0.68,0.39,12
truevision.csv,0.55,0.62,0.36,7
zoolib.csv,0.13,0.74,0.07,17
