,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.64,0.2,0.19,0.59,0.53,0.66,0.79,0.53,0.47,0.75,0.39,0.48,0.74,0.58,0.71,0.45,0.97,0.44,0.5
autat.csv,0.28,0.15,0.3,0.15,0.32,0.24,0.21,0.41,0.11,0.94,0.24,0.06,0.54,0.11,0.0,0.12,0.13,0.29,0.15
brlcad.csv,0.92,0.95,0.94,0.97,0.84,0.66,0.84,0.73,0.83,0.94,0.68,0.84,0.74,0.79,1.0,0.86,0.96,0.86,0.9
delphilhlplib.csv,0.74,0.94,1.0,0.35,0.89,0.79,0.53,0.59,0.37,0.75,0.53,0.5,0.77,0.63,0.55,0.71,0.6,0.61,0.55
exordium.csv,0.33,0.2,0.49,0.19,0.84,0.45,0.16,0.22,0.11,0.12,0.32,0.19,0.63,0.18,0.13,0.23,0.1,0.4,0.0
fltk.csv,0.85,0.35,0.43,0.99,0.37,0.38,0.32,0.47,0.26,0.19,0.5,0.47,0.46,0.5,0.26,0.36,0.46,0.39,0.48
google-web-toolkit.csv,0.49,0.27,0.11,0.75,0.79,0.48,0.53,0.33,0.21,0.31,0.55,0.5,0.43,0.37,0.23,0.14,0.6,1.0,0.28
gzigzag.csv,0.26,0.49,0.09,0.16,0.0,0.9,0.47,0.14,0.09,0.19,0.18,0.09,0.31,0.16,0.16,0.11,0.15,0.14,0.1
irrlicht.csv,0.87,0.74,0.32,0.54,1.0,0.28,0.32,0.61,0.57,0.12,0.45,0.99,0.89,0.79,0.94,0.92,0.43,0.39,0.57
mimosa.csv,0.59,0.87,0.64,0.32,0.53,0.62,0.37,0.59,0.62,0.62,0.97,0.39,0.86,0.47,0.39,0.68,0.52,0.53,0.52
mptvseries.csv,0.77,0.52,0.19,0.58,0.42,0.38,0.95,0.45,0.15,0.5,0.58,0.51,0.46,0.55,0.29,0.27,0.42,0.29,0.45
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.85,0.36,0.72,0.56,0.84,0.59,0.68,0.84,0.35,0.5,0.79,0.46,0.86,0.82,0.45,0.95,0.54,0.5,0.6
qdvdauthor.csv,0.23,0.61,0.19,0.56,0.58,0.24,0.42,0.75,0.55,0.12,0.39,0.61,0.17,0.61,0.23,0.56,0.55,0.52,1.0
qse.csv,0.87,0.54,0.77,0.51,0.89,0.52,0.74,0.84,0.14,0.38,0.5,0.44,0.94,0.63,0.35,0.39,0.4,0.47,0.5
sauerbraten.csv,0.97,0.25,0.13,0.44,0.42,0.38,0.37,0.31,0.08,0.06,0.18,0.17,0.26,0.32,0.29,0.17,0.24,0.16,0.15
toped.csv,0.9,0.81,0.49,0.53,0.84,0.52,0.68,0.98,0.48,0.5,0.71,0.6,0.6,0.42,0.55,0.56,0.55,0.38,0.62
truevision.csv,0.79,0.55,0.75,0.5,0.68,0.93,0.47,0.75,0.31,0.75,0.66,0.32,0.49,0.97,0.29,0.5,0.36,0.67,0.32
zoolib.csv,0.36,0.14,0.04,0.24,0.21,0.17,0.05,0.12,0.18,0.06,0.11,0.31,0.09,0.08,0.74,0.05,0.13,0.08,0.32
