,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.64,0.24,0.28,0.64,0.36,0.41,0.57,0.65,0.64,0.36,0.5,0.6,0.55,0.53,0.25,0.53,0.98,0.52,0.56
autat.csv,0.42,0.16,0.39,0.25,0.46,0.18,0.33,0.55,0.2,0.97,0.25,0.12,0.61,0.17,0.0,0.22,0.21,0.39,0.24
brlcad.csv,0.73,0.97,0.83,0.72,0.37,0.29,0.57,0.8,0.91,0.31,0.51,0.8,0.53,0.46,0.17,0.66,0.72,0.7,0.78
delphilhlplib.csv,0.72,0.4,1.0,0.45,0.45,0.41,0.47,0.71,0.53,0.31,0.55,0.61,0.52,0.56,0.15,0.72,0.6,0.61,0.66
exordium.csv,0.46,0.23,0.6,0.31,0.91,0.43,0.23,0.34,0.2,0.13,0.44,0.31,0.66,0.25,0.16,0.35,0.17,0.48,0.0
fltk.csv,0.78,0.35,0.54,0.99,0.33,0.28,0.33,0.62,0.4,0.21,0.54,0.6,0.52,0.45,0.17,0.49,0.55,0.48,0.56
google-web-toolkit.csv,0.57,0.21,0.2,0.67,0.53,0.45,0.51,0.49,0.34,0.25,0.61,0.62,0.43,0.45,0.11,0.23,0.69,0.99,0.41
gzigzag.csv,0.39,0.36,0.17,0.27,0.0,0.95,0.49,0.24,0.16,0.29,0.3,0.17,0.44,0.26,0.16,0.18,0.26,0.23,0.18
irrlicht.csv,0.73,0.38,0.4,0.57,0.46,0.25,0.29,0.72,0.72,0.13,0.49,0.99,0.56,0.49,0.18,0.69,0.48,0.47,0.59
mimosa.csv,0.64,0.41,0.68,0.4,0.3,0.41,0.33,0.71,0.76,0.29,0.99,0.51,0.55,0.33,0.12,0.62,0.53,0.58,0.58
mptvseries.csv,0.71,0.35,0.31,0.64,0.39,0.37,0.97,0.61,0.26,0.31,0.55,0.63,0.59,0.55,0.17,0.41,0.49,0.41,0.55
ogre.csv,0.76,0.4,0.85,0.73,0.4,0.39,0.55,0.9,1.0,0.32,0.65,0.87,0.6,0.52,0.16,0.71,0.71,0.74,0.81
openfrag.csv,0.76,0.3,0.75,0.6,0.43,0.4,0.58,0.85,0.52,0.33,0.75,0.59,0.57,0.54,0.19,0.97,0.61,0.54,0.68
qdvdauthor.csv,0.31,0.37,0.3,0.54,0.34,0.3,0.38,0.8,0.7,0.11,0.41,0.69,0.28,0.48,0.08,0.56,0.54,0.57,0.99
qse.csv,0.77,0.43,0.8,0.6,0.63,0.44,0.67,0.86,0.25,0.29,0.54,0.56,0.97,0.57,0.22,0.53,0.49,0.54,0.6
sauerbraten.csv,0.99,0.27,0.23,0.55,0.44,0.43,0.48,0.46,0.15,0.11,0.26,0.28,0.38,0.38,0.23,0.27,0.35,0.27,0.24
toped.csv,0.79,0.4,0.58,0.59,0.47,0.43,0.59,0.98,0.64,0.24,0.72,0.67,0.64,0.4,0.17,0.63,0.63,0.46,0.68
truevision.csv,0.76,0.36,0.78,0.58,0.51,0.4,0.53,0.82,0.47,0.33,0.5,0.46,0.5,0.99,0.19,0.56,0.45,0.62,0.46
zoolib.csv,0.49,0.16,0.07,0.36,0.29,0.22,0.1,0.21,0.31,0.11,0.19,0.43,0.16,0.13,0.85,0.09,0.21,0.14,0.43
