,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.58,0.24,0.22,0.6,0.53,0.63,0.66,0.51,0.53,0.65,0.44,0.5,0.57,0.6,0.69,0.48,0.98,0.47,0.48
autat.csv,0.33,0.18,0.3,0.18,0.37,0.27,0.25,0.43,0.12,0.95,0.26,0.07,0.58,0.13,0.0,0.15,0.16,0.33,0.18
brlcad.csv,0.0,0.96,0.0,0.13,0.32,0.36,0.63,0.69,0.73,0.13,0.35,0.38,0.49,0.35,0.36,0.17,0.46,0.49,0.47
delphilhlplib.csv,0.66,0.35,1.0,0.39,0.64,0.63,0.53,0.6,0.39,0.54,0.55,0.51,0.39,0.64,0.53,0.7,0.58,0.56,0.58
exordium.csv,0.38,0.24,0.5,0.23,0.87,0.49,0.19,0.26,0.13,0.14,0.37,0.22,0.66,0.21,0.16,0.27,0.12,0.43,0.0
fltk.csv,0.73,0.39,0.44,0.99,0.41,0.41,0.36,0.5,0.26,0.22,0.53,0.5,0.5,0.52,0.3,0.41,0.5,0.43,0.49
google-web-toolkit.csv,0.51,0.3,0.13,0.62,0.74,0.52,0.55,0.38,0.25,0.35,0.58,0.52,0.45,0.42,0.27,0.17,0.64,1.0,0.32
gzigzag.csv,0.3,0.51,0.11,0.19,0.0,0.92,0.5,0.17,0.11,0.23,0.21,0.11,0.36,0.19,0.19,0.13,0.18,0.17,0.12
irrlicht.csv,0.48,0.56,0.29,0.53,0.57,0.32,0.34,0.6,0.45,0.14,0.48,0.98,0.17,0.53,0.53,0.17,0.45,0.42,0.42
mimosa.csv,0.59,0.53,0.51,0.36,0.48,0.61,0.39,0.6,0.59,0.55,0.98,0.41,0.17,0.41,0.41,0.57,0.5,0.54,0.5
mptvseries.csv,0.61,0.52,0.23,0.6,0.46,0.42,0.96,0.5,0.17,0.52,0.57,0.53,0.51,0.58,0.33,0.31,0.45,0.33,0.48
ogre.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.0,1.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openfrag.csv,0.68,0.4,0.64,0.57,0.61,0.59,0.66,0.54,0.37,0.52,0.77,0.49,0.44,0.66,0.48,0.96,0.57,0.5,0.61
qdvdauthor.csv,0.26,0.57,0.22,0.49,0.53,0.28,0.44,0.6,0.54,0.14,0.41,0.56,0.2,0.59,0.26,0.53,0.51,0.53,0.99
qse.csv,0.69,0.56,0.69,0.54,0.84,0.55,0.73,0.64,0.16,0.42,0.53,0.46,0.95,0.64,0.4,0.44,0.44,0.5,0.52
sauerbraten.csv,0.98,0.29,0.16,0.48,0.47,0.43,0.42,0.35,0.1,0.07,0.21,0.2,0.3,0.36,0.33,0.2,0.28,0.19,0.18
toped.csv,0.71,0.58,0.47,0.55,0.69,0.55,0.66,0.96,0.41,0.47,0.72,0.52,0.63,0.45,0.55,0.59,0.58,0.41,0.61
truevision.csv,0.71,0.53,0.66,0.53,0.68,0.46,0.51,0.7,0.34,0.61,0.35,0.36,0.52,0.98,0.33,0.52,0.4,0.56,0.36
zoolib.csv,0.41,0.17,0.05,0.28,0.25,0.2,0.06,0.15,0.22,0.07,0.13,0.35,0.11,0.1,0.78,0.06,0.16,0.1,0.35
