,recall,precision,pf,wins
azureus.csv,0.86,0.42,0.825,4
bzbyte.csv,0.825,0.28500000000000003,0.54,7
carabiner.csv,0.5,0.46499999999999997,0.28500000000000003,17
chipster.csv,0.355,0.48,0.29,14
continuum-ide.csv,0.28,0.54,0.175,18
ctrlr.csv,0.23,0.22,0.39,0
galaxium.csv,0.645,0.46499999999999997,0.48,13
ingex.csv,0.585,0.47,0.56,8
itext.csv,0.745,0.39,0.565,10
jgnash.csv,0.555,0.48,0.41000000000000003,15
jppf-project.csv,0.73,0.335,0.74,2
jsr308-langtools.csv,0.825,0.405,0.5549999999999999,11
lite.csv,0.25,0.56,0.135,19
octet.csv,0.665,0.405,0.56,6
owfs.csv,0.845,0.405,0.715,5
sidekar.csv,0.0,0.0,0.0,1
stemkit.csv,0.27,0.365,0.25,9
ta3d.csv,0.355,0.48,0.28,16
tigermud.csv,0.45999999999999996,0.31,0.47,3
utgb.csv,0.23500000000000001,0.41000000000000003,0.17,12
