,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.74,0.33,0.63,0.6,0.52,0.68,0.42,0.2,0.47,0.36,1.0,0.21,0.57,0.65,0.33,0.51,0.2
bionote.csv,0.19,0.09,0.33,0.2,0.0,0.24,0.07,0.26,0.13,0.13,0.05,0.0,1.0,0.27,0.33,0.19,0.0
bullet.csv,0.67,0.52,0.35,0.64,0.57,0.49,0.99,0.53,0.41,0.37,0.72,0.0,0.4,0.49,0.37,0.0,0.49
dxengine.csv,0.38,0.48,0.29,0.2,0.94,0.44,0.34,0.07,0.43,0.23,0.36,0.31,0.29,0.41,0.21,0.36,0.46
emono.csv,0.51,0.59,0.49,0.49,0.64,0.33,0.43,0.55,0.62,0.61,0.55,0.41,0.45,0.53,0.47,0.0,0.97
findbugs.csv,0.38,0.4,0.39,0.2,0.56,0.41,0.59,0.6,0.37,0.41,0.36,0.56,0.62,0.34,0.97,0.0,0.24
hazelcast.csv,0.71,0.46,0.56,0.33,0.4,1.0,0.35,0.17,0.56,0.0,0.57,0.17,0.45,0.63,0.38,0.94,0.0
jedit.csv,0.96,0.25,0.59,0.54,0.65,0.42,0.4,0.36,0.67,0.46,0.33,0.21,0.79,0.63,0.33,0.6,0.38
jmonkeyengine.csv,0.27,0.61,0.26,0.3,0.75,0.29,0.49,0.62,1.0,0.17,0.3,0.39,0.52,0.3,0.41,0.0,0.54
kolmafia.csv,0.61,0.63,0.55,0.61,0.72,0.58,0.67,0.55,0.56,0.45,0.69,0.48,0.66,0.97,0.53,0.58,0.57
lamp.csv,0.29,0.82,0.29,0.05,0.45,0.4,0.46,0.62,0.2,0.26,0.1,0.5,0.65,0.43,0.25,0.38,0.35
lcfizvtop.csv,0.62,0.09,0.39,0.56,0.49,0.22,0.25,0.32,0.13,0.47,0.73,1.0,0.54,0.58,0.17,0.11,0.29
onotoa.csv,0.56,0.09,0.51,0.31,0.55,0.46,0.51,0.71,0.4,0.99,0.6,0.49,0.33,0.13,0.65,0.38,0.27
openintents.csv,0.46,0.0,0.4,1.0,0.22,0.6,0.33,0.31,0.48,0.3,0.4,0.21,0.72,0.45,0.42,0.58,0.29
qlc.csv,0.3,0.4,0.26,0.16,0.26,0.31,0.26,0.95,0.0,0.13,0.19,0.11,0.66,0.23,0.29,0.2,0.19
triplea.csv,0.69,0.74,0.95,0.4,0.69,0.78,0.6,0.68,0.61,0.47,0.81,0.48,0.56,0.41,0.39,0.65,0.57
