,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.64,0.14,0.67,0.44,0.59,0.97,0.76,0.13,0.22,0.86,1.0,0.4,0.14,0.61,0.33,1.0,0.63
bionote.csv,0.67,0.17,0.9,0.36,0.0,1.0,0.8,0.25,0.29,0.8,1.0,0.0,1.0,0.79,0.57,1.0,0.0
bullet.csv,0.54,0.1,0.61,0.46,0.38,0.87,1.0,0.14,0.23,0.8,0.51,0.0,0.1,0.58,0.33,0.98,0.66
dxengine.csv,0.65,0.38,0.67,0.2,0.93,0.88,0.83,0.03,0.39,0.79,0.31,0.25,0.12,0.85,0.29,1.0,0.82
emono.csv,0.45,0.11,0.57,0.37,0.41,0.82,0.76,0.14,0.31,0.87,0.31,0.13,0.12,0.53,0.36,0.98,1.0
findbugs.csv,0.57,0.17,0.85,0.29,0.37,0.84,0.83,0.19,0.33,0.93,0.28,0.19,0.19,0.64,1.0,0.97,0.8
hazelcast.csv,0.54,0.1,0.63,0.42,0.37,1.0,0.77,0.12,0.27,0.8,0.32,0.19,0.14,0.61,0.35,1.0,0.66
jedit.csv,1.0,0.14,0.78,0.4,0.55,0.79,0.83,0.12,0.41,0.84,0.78,0.25,0.23,0.65,0.38,1.0,0.61
jmonkeyengine.csv,0.61,0.12,0.7,0.46,0.54,0.82,0.76,0.17,1.0,0.67,0.18,0.17,0.16,0.92,0.67,0.96,0.76
kolmafia.csv,0.64,0.15,0.6,0.47,0.46,1.0,0.81,0.15,0.27,0.77,0.43,0.23,0.17,1.0,0.38,1.0,0.67
lamp.csv,1.0,0.92,0.89,0.25,0.5,1.0,0.88,0.23,0.38,0.89,0.17,0.5,0.31,0.75,0.67,1.0,0.83
lcfizvtop.csv,0.55,0.5,0.79,0.42,0.63,1.0,0.88,0.13,0.13,0.86,0.43,0.92,0.33,0.57,0.27,1.0,0.69
onotoa.csv,0.45,0.07,0.58,0.38,0.39,0.82,0.77,0.19,0.19,0.99,0.34,0.19,0.07,0.62,0.47,1.0,0.64
openintents.csv,0.39,0.1,0.5,1.0,0.19,0.97,0.71,0.09,0.22,0.71,0.32,0.18,0.24,0.47,0.3,1.0,0.67
qlc.csv,0.89,0.11,0.7,0.25,0.43,0.88,0.79,1.0,0.0,1.0,0.31,0.2,0.42,0.82,0.58,1.0,0.93
triplea.csv,0.54,0.17,1.0,0.43,0.47,0.94,0.8,0.18,0.3,0.82,0.47,0.22,0.14,0.51,0.33,1.0,0.75
