,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,636.5,185.0,98.5,99.0,1621.5,98.5,194.0,291.5,4365.5,840.0,1143.0,99.0,196.0
e-bio-flow.csv,685.0,93.5,98.5,99.0,1517.0,279.0,342.0,192.0,209.5,608.0,2523.0,96.5,431.5
jas.csv,784.5,384.0,425.5,99.0,1471.5,220.5,75.5,194.0,3297.0,90.0,1996.0,99.0,98.5
jbpm.csv,317.0,148.0,38.0,295.0,144.0,132.0,101.0,78.5,0.0,815.0,0.0,29.5,647.5
jgossipforum.csv,1073.5,384.0,130.0,196.0,1283.0,98.5,345.0,194.0,344.0,147.0,2985.0,99.0,78.0
jmonkeyengine.csv,1672.0,287.5,963.5,99.0,4031.0,98.5,96.5,1211.0,3435.5,1147.0,3462.5,99.0,197.0
joustsim.csv,877.5,384.0,98.5,99.0,1229.5,98.5,194.0,194.0,780.5,332.0,4043.0,99.0,196.0
log4net.csv,608.5,282.0,98.5,365.0,643.5,98.5,158.0,388.0,41.0,978.0,730.5,99.0,676.0
ngl.csv,1589.5,284.5,98.5,99.0,1830.5,98.5,504.0,388.0,705.5,1191.5,3091.0,98.5,196.0
piccolo2d.csv,1130.0,92.5,98.5,99.0,613.5,98.5,250.5,192.0,45.5,867.5,540.5,99.0,292.0
pustefix.csv,324.0,93.5,98.5,99.0,2951.0,289.0,194.0,192.0,542.5,460.0,2143.5,99.0,197.0
reaper3d.csv,1043.5,189.0,225.5,99.0,1994.0,97.5,278.5,291.5,4381.0,366.5,1725.5,97.5,391.0
sblim.csv,506.0,284.5,98.5,274.5,796.5,98.5,243.5,557.0,912.5,725.5,2074.0,99.0,600.5
