,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.85,0.34,0.7,0.42,0.74,1.0,0.68,0.76,0.41,0.84,0.75,0.5,0.47
echongl.csv,0.62,0.52,0.8,0.94,0.83,1.0,0.66,0.78,0.32,0.3,0.74,0.55,0.24
les-indemodables.csv,0.72,0.42,0.65,0.82,0.6,1.0,0.62,0.71,0.59,0.68,0.41,0.47,0.45
mbse.csv,0.46,0.32,0.48,0.68,0.51,0.0,0.57,0.21,0.59,0.49,0.51,0.63,0.29
ns-3-dev-def-routing.csv,0.64,0.5,0.82,1.0,0.61,1.0,0.62,0.7,0.32,0.86,0.23,0.66,0.92
psycle.csv,0.82,0.61,0.95,0.94,0.91,1.0,0.89,0.82,0.62,0.92,0.98,0.89,0.58
qpe.csv,0.69,0.24,0.38,0.86,0.22,0.0,0.5,0.38,0.3,0.08,0.44,0.41,0.34
simplewebservices.csv,0.9,0.94,0.75,1.0,0.99,1.0,0.95,0.87,1.0,1.0,0.67,0.74,1.0
v8.csv,0.54,0.49,0.4,0.98,1.0,0.0,0.72,0.86,0.78,0.54,0.9,0.18,0.92
wikipediardware.csv,0.69,0.48,0.9,0.98,0.9,1.0,0.79,0.63,0.68,0.97,0.93,0.79,0.79
wxstudio.csv,0.44,0.15,0.28,0.14,0.2,1.0,0.28,0.2,0.65,0.24,0.03,0.4,0.53
xamj.csv,0.62,0.71,0.22,0.98,0.53,1.0,0.72,0.34,0.49,0.54,0.43,0.7,0.45
