,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.43,0.67,0.67,0.67,0.79,0.51,0.86,0.48,0.0,0.67,0.45,0.92,0.85,0.52,0.51,0.49,0.52,0.93,0.47,0.61
aubit4gl.csv,0.63,0.58,0.53,0.97,0.54,0.55,0.85,0.64,0.58,0.7,0.53,0.76,0.58,0.77,0.6,0.55,0.59,0.76,0.49,0.77
bionote.csv,0.0,0.0,0.8,0.0,0.0,0.8,0.75,0.8,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.88,0.0,0.88,0.75,0.93
bullet.csv,0.5,0.42,0.38,0.6,0.35,0.41,0.39,0.36,0.4,0.38,0.4,0.33,0.39,0.53,0.41,0.38,0.58,0.46,0.33,0.41
customwars.csv,0.9,0.5,0.93,0.66,0.43,0.7,0.91,0.93,0.5,0.67,0.86,0.0,0.93,0.92,0.94,0.0,0.96,0.89,0.88,0.44
findbugs.csv,0.61,0.74,0.72,0.57,0.71,0.62,0.94,0.87,0.76,0.87,0.78,0.64,0.55,0.65,0.9,0.7,0.62,0.76,0.69,0.84
frogatto.csv,0.49,0.41,0.44,0.68,0.34,0.4,0.52,0.38,0.5,0.62,0.49,0.54,0.86,0.44,0.53,0.45,0.54,0.48,0.45,0.43
grisbi.csv,0.41,0.41,0.38,0.72,0.32,0.36,0.39,0.35,0.41,0.43,0.38,0.32,0.36,0.45,0.44,0.36,0.49,0.46,0.29,0.35
lsb.csv,0.43,0.42,0.39,0.6,0.33,0.37,0.35,0.36,0.55,0.39,0.4,0.35,0.6,0.44,0.71,0.4,0.56,0.44,0.37,0.39
oscarmcmaster.csv,0.96,0.75,0.94,0.89,0.83,0.91,0.95,0.88,0.75,0.93,0.93,0.8,0.91,0.92,0.89,0.9,0.89,0.89,0.79,0.97
plearn.csv,0.72,0.7,0.65,0.78,0.5,0.93,0.9,0.8,0.49,0.46,0.53,0.54,0.7,0.64,0.66,0.88,0.62,0.6,0.7,0.48
psrchive.csv,0.96,0.5,0.92,0.0,0.93,0.91,0.92,0.83,0.0,0.5,0.88,0.83,0.5,0.89,0.0,0.83,0.89,0.97,0.92,0.57
re2c.csv,0.58,0.8,0.55,0.78,0.41,0.69,0.75,0.94,0.47,0.42,0.48,0.45,0.58,0.52,0.69,0.83,0.61,0.65,0.83,0.56
rebecca-aiml.csv,0.9,0.88,0.66,0.69,0.37,0.7,0.54,0.74,0.94,0.56,0.77,0.81,0.86,0.5,0.69,0.47,0.67,0.63,0.5,0.5
rtrt-on-gpu.csv,0.96,0.5,0.77,0.86,0.83,0.87,0.93,0.91,0.9,0.63,0.54,0.88,0.92,0.78,0.9,0.92,0.94,0.95,0.93,0.84
stemkit.csv,0.88,0.93,0.67,0.86,0.8,0.89,0.5,0.75,0.9,0.83,0.86,0.9,0.92,0.8,0.91,0.75,0.5,0.97,0.89,0.94
tcvp.csv,0.97,0.86,0.93,0.89,0.94,0.92,0.83,0.92,0.86,0.95,0.9,0.91,0.88,0.95,0.92,0.83,0.89,0.95,0.9,0.98
tktoolkit.csv,0.94,0.64,0.94,0.73,0.5,0.86,0.94,0.73,0.8,0.74,0.7,0.58,0.95,0.95,0.0,0.71,0.93,0.79,0.68,0.69
tycho.csv,0.6,0.83,0.92,0.85,0.96,0.73,0.98,0.7,0.9,0.8,0.92,0.92,0.57,0.62,0.54,0.61,0.61,0.77,0.54,0.84
xstore.csv,0.59,0.6,0.56,0.74,0.38,0.65,0.47,0.37,0.64,0.59,0.44,0.93,0.44,0.51,0.56,0.48,0.72,0.47,0.49,0.46
