,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.64,0.0,0.09,0.05,0.33,0.54,0.05,0.5,0.0,0.0,0.52,0.22,0.13,0.48,0.63,0.72,0.53,0.92,0.67,0.43
aubit4gl.csv,0.34,0.6,0.55,0.35,0.94,0.49,0.42,0.32,0.63,0.52,0.46,0.3,0.57,0.32,0.58,0.28,0.45,0.53,0.34,0.22
bionote.csv,0.0,0.0,0.17,0.0,0.0,0.09,0.05,0.15,0.0,0.0,0.1,0.0,0.0,0.02,0.0,1.0,0.02,0.09,0.09,0.16
bullet.csv,0.5,0.48,0.57,0.6,0.62,0.99,0.44,0.58,0.43,0.61,0.52,0.68,0.61,0.61,0.42,0.58,0.59,0.6,0.52,0.63
customwars.csv,0.28,0.2,0.25,0.56,0.5,0.33,0.16,0.85,0.12,0.0,0.07,0.02,0.0,0.24,0.11,0.0,0.23,0.27,0.13,0.59
findbugs.csv,0.52,0.73,0.66,0.09,0.35,0.42,0.2,0.28,0.5,0.2,0.46,0.38,0.57,0.49,0.24,0.73,0.53,0.5,0.94,0.34
frogatto.csv,0.54,0.64,0.58,0.62,0.51,0.58,0.7,0.64,0.43,0.54,0.98,0.46,0.13,0.6,0.35,0.63,0.58,0.61,0.48,0.56
grisbi.csv,0.5,0.34,0.57,0.44,0.44,0.34,0.29,0.51,0.64,0.66,0.6,1.0,0.67,0.56,0.6,0.36,0.52,0.55,0.3,0.32
lsb.csv,0.64,0.6,0.68,1.0,0.58,0.59,0.53,0.4,0.5,0.68,0.62,0.59,0.48,0.63,0.33,0.47,0.76,0.69,0.52,0.52
oscarmcmaster.csv,0.02,0.38,0.17,0.05,0.02,0.14,0.2,0.21,0.0,0.2,0.2,0.07,0.38,0.11,0.3,0.43,0.37,0.37,0.25,0.84
plearn.csv,0.94,0.2,0.33,0.46,0.52,0.23,0.05,0.28,0.59,0.6,0.53,0.52,0.46,0.38,0.53,0.29,0.82,0.54,0.29,0.54
psrchive.csv,0.29,0.2,0.88,0.02,0.23,0.16,0.2,0.28,0.0,0.0,0.26,0.11,0.0,0.2,0.04,0.55,0.16,0.38,0.34,0.54
re2c.csv,0.43,0.86,0.65,0.54,0.63,0.47,0.0,0.21,0.54,0.56,0.53,0.59,0.65,0.45,0.46,0.15,0.86,0.57,0.47,0.44
rebecca-aiml.csv,0.26,0.55,0.46,0.53,0.5,0.32,0.48,0.45,0.34,0.64,0.22,0.28,0.26,0.4,0.2,0.47,1.0,0.37,0.59,0.52
rtrt-on-gpu.csv,0.26,0.2,0.33,0.13,0.07,0.21,0.05,0.15,1.0,0.2,0.53,0.27,0.13,0.3,0.17,0.29,0.18,0.12,0.29,0.2
stemkit.csv,0.09,0.37,0.17,0.05,0.0,0.09,0.0,0.07,0.55,1.0,0.1,0.14,0.0,0.11,0.27,0.29,0.05,0.23,0.21,0.05
tcvp.csv,0.18,0.52,0.17,0.39,0.13,0.12,0.11,0.07,0.78,0.2,0.17,0.11,0.91,0.26,0.2,0.15,0.18,0.12,0.21,0.05
tktoolkit.csv,0.15,0.37,0.25,0.46,0.43,0.31,0.78,0.39,0.34,0.53,0.45,0.45,0.0,0.23,0.0,0.28,0.26,0.41,0.62,0.47
tycho.csv,0.48,0.38,0.25,0.23,0.22,0.3,0.34,0.38,0.24,0.2,0.26,0.24,0.13,0.5,1.0,0.39,0.54,0.47,0.57,0.38
xstore.csv,0.48,0.37,0.52,0.32,0.54,0.32,0.6,0.54,0.23,0.2,0.66,0.24,0.45,0.98,0.38,0.7,0.46,0.64,0.58,0.63
