,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,2.0,2.0,0.0,11.0,11.0,1.0,25.0,0.0
ibatisdb.csv,3.0,0.0,0.0,11.0,36.0,2.0,1.0,1.0
log4net.csv,1.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0
ofbiz.csv,6.0,0.0,1.0,26.0,22.0,6.0,19.0,0.0
opensim4opencog.csv,2.0,0.0,1.0,16.0,5.0,11.0,13.0,0.0
openwbem.csv,0.0,3.0,0.0,32.0,0.0,9.0,15.0,0.0
power-architect.csv,0.0,1.0,1.0,69.0,11.0,4.0,10.0,0.0
x-ray-mule.csv,10.0,0.0,1.0,133.0,7.0,2.0,42.0,0.0
