,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.58,0.26,0.86,0.65,0.58,0.55,0.52,0.55
ibatisdb.csv,0.41,0.09,0.23,0.38,0.42,0.1,0.86,0.38
log4net.csv,0.26,0.33,0.18,0.97,0.43,0.17,0.17,0.34
ofbiz.csv,0.54,0.78,0.48,0.7,0.54,0.71,0.41,0.44
opensim4opencog.csv,0.61,0.48,0.49,0.75,0.6,0.65,0.31,0.46
openwbem.csv,0.59,0.19,0.38,0.36,0.3,0.35,0.5,0.42
power-architect.csv,0.24,0.21,0.42,0.37,0.3,0.49,0.67,0.8
x-ray-mule.csv,0.34,0.82,0.57,0.0,0.26,0.56,0.07,0.25
