,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,1.0,0.29,0.83,0.43,1.0,0.86,0.5,0.27,0.45,0.09,0.12,0.17,0.52,0.04,0.07,0.28,0.26,1.0,0.04
autofac.csv,0.97,0.42,0.87,1.0,0.68,0.7,0.45,0.38,0.67,0.15,0.1,0.36,0.82,0.05,0.16,0.59,0.34,0.97,0.04
avisynth2.csv,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.33,1.0,0.0
azureus.csv,1.0,0.48,0.88,0.75,1.0,0.75,0.31,0.48,0.27,0.21,0.33,1.0,0.75,0.0,0.13,0.41,0.29,0.97,0.04
dsworkbench.csv,1.0,0.42,1.0,0.5,0.74,0.87,0.36,0.32,0.43,0.09,0.14,0.27,0.73,0.04,0.1,0.35,0.32,0.97,0.08
forester-atv.csv,1.0,1.0,0.7,1.0,0.5,0.62,0.67,0.41,0.71,0.12,0.0,0.39,1.0,0.0,0.0,0.6,0.22,1.0,1.0
freelords.csv,0.98,0.38,0.78,0.49,0.53,0.98,0.3,0.34,0.44,0.09,0.18,0.25,0.75,0.08,0.14,0.32,0.29,0.98,0.03
gabel.csv,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.33,0.0,1.0,0.0,0.57,0.5,0.0,1.0,1.0,0.67,1.0,0.0
geotools.csv,0.94,0.52,0.72,0.46,0.48,0.93,0.33,0.55,0.3,0.13,0.14,0.31,0.93,0.0,0.0,0.8,0.99,0.98,0.08
google-collections.csv,1.0,0.4,0.76,0.47,0.56,0.74,0.29,0.35,0.37,0.08,0.18,0.27,0.71,0.05,0.11,0.37,0.28,0.96,0.06
jpaul.csv,1.0,0.36,0.86,0.85,0.8,0.84,1.0,0.37,0.75,0.15,0.0,0.39,0.73,0.0,0.22,0.57,0.31,1.0,0.02
mycila.csv,1.0,0.73,0.85,1.0,1.0,0.67,0.0,0.38,0.5,0.11,0.91,0.41,0.61,0.0,0.0,0.5,0.21,1.0,0.0
neodatis-odb.csv,1.0,0.47,0.89,0.6,0.63,0.68,0.25,0.97,0.8,0.12,0.0,0.42,0.81,0.0,0.2,0.4,0.36,0.95,0.08
octet.csv,0.92,0.44,0.72,0.59,0.57,0.58,0.22,0.36,0.67,0.11,0.11,0.32,0.68,0.0,1.0,0.78,0.36,0.94,0.0
pokenetonline.csv,1.0,0.34,0.8,0.53,0.45,0.8,0.38,0.31,0.69,0.16,0.24,0.27,1.0,0.06,0.13,0.57,0.4,0.97,0.12
rcp-company-uibindings.csv,1.0,0.38,0.75,0.46,0.55,0.75,0.31,0.36,0.4,0.09,0.18,0.28,0.71,0.05,0.11,0.37,0.29,1.0,0.06
scenemonitor.csv,0.96,0.44,0.86,0.58,0.64,0.73,0.4,0.35,1.0,0.12,0.13,0.33,0.79,0.1,0.14,0.54,0.25,0.96,0.0
thedata.csv,0.92,0.33,1.0,0.57,1.0,0.5,0.0,0.37,0.33,0.0,0.4,0.05,0.67,0.0,0.08,0.38,0.33,0.97,1.0
twostep.csv,0.95,0.43,0.78,0.5,0.71,0.67,0.38,0.38,0.29,0.1,0.19,0.34,0.83,0.06,0.36,0.96,0.29,0.98,0.05
