,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.92,0.72,0.73,0.89,0.54,0.57,0.95,0.8,0.8,0.92,0.57,0.95,0.69,0.93,0.75,0.39,0.9,0.92,0.65,0.62
array4j.csv,0.52,0.67,0.94,0.88,0.92,0.69,0.57,0.72,0.67,0.88,0.52,0.59,0.83,0.95,0.86,0.67,0.94,0.75,0.5,0.73
bzbyte.csv,0.44,0.44,0.4,0.28,0.39,0.4,0.37,0.46,0.43,0.29,0.34,0.39,0.37,0.35,0.45,0.8,0.39,0.39,0.33,0.32
capcode.csv,0.0,0.0,0.95,0.0,0.92,0.94,0.67,0.83,0.93,0.9,0.67,0.84,0.86,0.96,0.86,0.83,0.92,0.92,0.97,0.5
fm-classic.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
freenet.csv,0.42,0.44,0.58,0.31,0.41,0.43,0.35,0.39,0.36,0.3,0.34,0.43,0.44,0.41,0.49,0.75,0.48,0.41,0.31,0.34
hannosset.csv,0.75,0.83,0.91,0.9,0.75,0.5,0.86,0.0,0.0,0.83,0.5,0.91,0.8,0.75,0.0,0.0,0.83,0.67,0.9,0.83
haphazard.csv,0.67,0.83,0.9,0.0,0.93,0.71,0.83,0.63,0.46,0.93,0.92,0.91,0.8,0.95,0.96,0.93,0.82,0.9,0.96,0.75
intact.csv,0.48,0.43,0.58,0.73,0.44,0.47,0.73,0.85,0.86,0.8,0.39,0.5,0.88,0.91,0.89,0.38,0.92,0.52,0.45,0.9
ipfire-wall.csv,0.48,0.38,0.62,0.33,0.35,0.57,0.92,0.86,0.62,0.46,0.36,0.64,0.56,0.49,0.58,0.38,0.9,0.5,0.51,0.45
jlinalg.csv,0.48,0.5,0.38,0.33,0.39,0.42,0.41,0.51,0.51,0.54,0.45,0.42,0.39,0.36,0.46,0.46,0.36,0.39,0.31,0.44
nassp.csv,0.48,0.53,0.69,0.67,0.48,0.47,0.59,0.75,0.73,0.75,0.52,0.74,0.75,0.88,0.89,0.33,0.59,0.5,0.75,0.47
ondex.csv,0.7,0.84,0.9,0.75,0.59,0.56,0.64,0.62,0.67,0.54,0.73,0.86,0.92,0.8,0.67,0.34,0.92,0.72,0.97,0.45
optalgtoolkit.csv,0.54,0.76,0.51,0.58,0.59,0.41,0.43,0.48,0.35,0.64,0.54,0.57,0.38,0.4,0.51,0.42,0.39,0.43,0.46,0.5
pustefix.csv,0.71,0.55,0.58,0.34,0.47,0.75,0.68,0.74,0.64,0.5,0.45,0.59,0.5,0.93,0.94,0.36,0.83,0.45,0.58,0.46
soar.csv,0.41,0.7,0.43,0.3,0.45,0.45,0.37,0.38,0.4,0.33,0.46,0.44,0.42,0.36,0.49,0.52,0.39,0.37,0.37,0.33
sqlpower-library.csv,0.43,0.48,0.45,0.37,0.4,0.38,0.49,0.61,0.89,0.39,0.35,0.47,0.43,0.81,0.87,0.41,0.95,0.39,0.38,0.38
super-tux.csv,0.38,0.38,0.41,0.28,0.36,0.35,0.34,0.38,0.36,0.3,0.33,0.39,0.36,0.34,0.44,0.88,0.37,0.38,0.31,0.27
tart.csv,0.0,0.75,0.83,0.5,0.75,0.96,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.62,0.5,0.94,0.93,0.67
web-cat.csv,0.91,0.85,0.74,0.88,0.87,0.71,0.7,0.73,0.58,0.75,0.64,0.66,0.58,0.56,0.63,0.38,0.62,0.62,0.67,0.58
