,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.82,0.73,0.79,0.98,0.65,0.78,0.79,0.84,0.84,0.37,0.92,0.05,0.6,0.81,0.87,0.93,1.01,0.81,0.63,0.82
array4j.csv,0.86,0.76,0.0,0.86,0.85,0.75,0.61,0.97,0.92,1.01,1.02,0.86,0.95,1.02,0.93,0.9,0.71,0.93,0.75,0.93
bzbyte.csv,0.69,0.41,0.95,1.0,0.69,0.74,0.91,0.57,0.91,0.97,0.92,0.96,1.0,0.99,1.0,0.87,0.93,0.0,0.9,0.94
capcode.csv,0.98,0.98,0.98,0.95,0.0,0.95,0.79,0.96,0.97,1.01,1.0,0.84,0.84,1.04,0.83,0.87,1.02,0.79,0.96,1.0
fm-classic.csv,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.94,1.0,1.0,0.97,1.0,0.98,1.0,1.0
freenet.csv,0.84,0.4,0.81,0.81,0.85,0.0,0.89,0.88,0.92,0.94,0.92,0.65,0.81,0.74,1.02,0.9,0.7,0.63,0.94,0.82
hannosset.csv,0.96,0.88,0.82,0.87,0.92,0.99,0.94,0.96,1.0,1.0,0.92,0.91,0.95,1.0,1.0,1.0,0.0,0.97,0.97,0.96
haphazard.csv,0.65,0.88,0.88,0.95,0.85,0.8,0.79,0.86,0.62,1.02,0.0,0.96,1.01,0.64,0.97,0.7,1.08,0.92,0.86,0.71
intact.csv,0.56,0.54,0.86,0.82,0.71,0.69,0.0,0.84,0.93,1.04,0.88,0.6,0.73,1.01,0.84,0.94,0.68,0.97,0.65,0.7
ipfire-wall.csv,0.56,0.48,0.84,0.98,0.65,0.67,0.8,0.7,0.68,0.53,0.85,0.66,0.0,0.71,0.72,0.86,0.51,0.65,0.79,0.73
jlinalg.csv,0.85,0.0,0.97,0.93,0.88,0.7,0.87,0.59,0.84,0.5,0.83,0.8,0.76,0.95,1.01,0.89,0.77,0.57,0.99,0.91
nassp.csv,0.76,0.7,0.77,0.87,0.78,0.65,0.79,0.66,0.08,0.19,0.77,0.74,0.83,0.82,0.94,0.65,1.03,0.69,0.73,0.65
ondex.csv,0.76,0.99,0.76,0.95,0.92,0.77,0.56,0.78,1.0,1.12,0.62,0.69,0.93,1.0,0.97,0.93,1.02,0.93,0.0,0.67
optalgtoolkit.csv,0.63,0.68,0.82,0.0,0.68,0.79,0.63,0.85,0.91,0.75,0.71,0.86,0.89,0.75,0.88,0.89,0.89,0.83,0.67,0.63
pustefix.csv,0.7,1.0,0.81,0.78,0.8,0.81,0.72,0.0,0.62,0.63,0.78,0.77,1.0,0.81,0.82,1.0,1.0,0.88,0.59,0.99
soar.csv,0.95,0.86,0.91,0.93,0.67,0.84,0.93,0.92,0.89,0.85,0.62,0.79,1.03,0.98,1.01,0.0,0.91,0.74,0.84,0.94
sqlpower-library.csv,0.06,0.31,0.84,0.61,0.7,0.83,0.64,0.53,0.85,0.71,0.78,0.66,0.79,1.06,0.72,0.89,0.72,0.88,0.71,0.52
super-tux.csv,1.0,0.44,0.97,1.0,0.86,0.85,0.91,1.0,1.0,1.0,0.87,0.75,1.0,0.99,0.0,0.89,1.0,0.75,0.99,0.88
tart.csv,1.0,0.97,0.94,0.89,1.0,0.97,0.97,0.96,1.0,1.0,1.0,1.0,0.94,0.0,0.95,0.91,1.0,0.75,0.88,0.84
web-cat.csv,0.78,1.11,0.93,0.74,0.8,0.82,0.69,0.98,0.57,1.0,0.58,0.78,0.74,0.59,0.77,1.0,0.93,0.85,0.57,0.0
