,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.31,0.44,0.22,0.07,0.26,0.44,0.27,0.21,0.24,0.25,0.12,0.98,0.47,0.11,0.36,0.68,0.0,0.31,0.3,0.29
array4j.csv,0.52,0.39,1.0,0.22,0.16,0.44,0.43,0.12,0.13,0.0,0.06,0.14,0.08,0.0,0.13,0.18,0.17,0.13,0.23,0.18
bzbyte.csv,0.68,0.84,0.33,0.55,0.33,0.74,0.39,0.46,0.27,0.08,0.35,0.25,0.47,0.1,0.95,0.22,0.16,1.0,0.23,0.55
capcode.csv,0.04,0.04,0.06,0.1,1.0,0.1,0.29,0.07,0.07,0.0,0.0,0.16,0.26,0.0,0.58,0.22,0.0,0.35,0.06,0.0
fm-classic.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.03,0.0,0.0
freenet.csv,0.79,0.77,0.2,0.56,0.25,1.0,0.47,0.37,0.34,0.09,0.35,0.32,0.46,0.13,0.86,0.17,0.17,0.69,0.28,0.53
hannosset.csv,0.08,0.21,0.22,0.21,0.12,0.02,0.11,0.08,0.0,0.0,0.13,0.12,0.09,0.0,0.0,0.0,1.0,0.07,0.05,0.08
haphazard.csv,0.58,0.21,0.15,0.1,0.15,0.43,0.27,0.24,0.38,0.0,1.0,0.06,0.11,0.15,0.37,0.44,0.0,0.18,0.17,0.39
intact.csv,0.61,0.64,0.17,0.27,0.23,0.6,1.0,0.22,0.11,0.0,0.2,0.33,0.38,0.0,0.31,0.63,0.22,0.57,0.31,0.41
ipfire-wall.csv,0.61,0.68,0.19,0.41,0.27,0.49,0.29,0.38,0.3,0.14,0.25,0.3,1.0,0.1,0.47,0.43,0.37,0.53,0.19,0.39
jlinalg.csv,0.66,1.0,0.33,0.44,0.24,0.71,0.37,0.46,0.24,0.15,0.29,0.27,0.52,0.07,0.91,0.54,0.18,0.78,0.29,0.38
nassp.csv,0.45,0.46,0.25,0.24,0.18,0.55,0.27,0.41,0.96,0.32,0.24,0.25,0.27,0.1,0.15,0.55,0.0,0.51,0.26,0.44
ondex.csv,0.55,0.57,0.31,0.09,0.13,0.56,0.46,0.31,0.0,0.0,0.34,0.29,0.13,0.0,0.06,0.67,0.0,0.45,1.0,0.54
optalgtoolkit.csv,0.67,0.48,0.29,1.0,0.24,0.71,0.51,0.32,0.36,0.07,0.29,0.18,0.5,0.13,0.75,0.66,0.12,0.65,0.29,0.51
pustefix.csv,0.47,0.84,0.26,0.48,0.22,0.44,0.34,1.0,0.38,0.1,0.34,0.23,0.0,0.11,0.3,0.7,0.0,0.73,0.32,0.33
soar.csv,0.81,0.69,0.31,0.48,0.29,0.66,0.41,0.45,0.32,0.09,0.36,0.27,0.36,0.1,0.91,1.0,0.16,0.82,0.25,0.52
sqlpower-library.csv,0.99,0.85,0.29,0.52,0.31,0.75,0.44,0.47,0.19,0.11,0.34,0.31,0.47,0.0,0.47,0.68,0.15,0.73,0.28,0.58
super-tux.csv,0.84,0.74,0.33,0.55,0.26,0.78,0.44,0.43,0.34,0.08,0.34,0.32,0.49,0.1,1.0,0.21,0.15,0.78,0.29,0.54
tart.csv,0.0,0.07,0.09,0.19,0.0,0.07,0.06,0.08,0.0,0.0,0.0,0.0,0.11,1.0,0.1,0.31,0.0,0.41,0.17,0.27
web-cat.csv,0.35,0.39,0.13,0.37,0.17,0.45,0.36,0.13,0.39,0.0,0.37,0.2,0.36,0.13,0.5,0.67,0.06,0.51,0.33,1.0
