,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.24,0.34,0.34,0.06,0.52,0.37,0.27,0.2,0.2,0.7,0.18,0.96,0.48,0.24,0.26,0.3,0.0,0.23,0.48,0.3
array4j.csv,0.41,0.28,1.0,0.19,0.2,0.37,0.53,0.15,0.1,0.0,0.1,0.27,0.07,0.0,0.09,0.12,0.37,0.09,0.47,0.19
bzbyte.csv,0.57,0.76,0.21,0.0,0.69,0.59,0.37,0.65,0.4,0.13,0.3,0.2,0.0,0.05,0.0,0.16,0.27,1.0,0.42,0.24
capcode.csv,0.02,0.02,0.07,0.06,1.0,0.06,0.39,0.05,0.1,0.0,0.0,0.27,0.31,0.0,0.42,0.16,0.0,0.25,0.07,0.0
fm-classic.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.04,0.0,0.02,0.0,0.0
freenet.csv,0.49,0.68,0.29,0.51,0.47,1.0,0.38,0.43,0.32,0.24,0.3,0.66,0.52,0.64,0.0,0.12,0.63,0.58,0.27,0.5
hannosset.csv,0.05,0.15,0.23,0.19,0.1,0.01,0.09,0.05,0.0,0.0,0.1,0.12,0.07,0.0,0.0,0.0,1.0,0.05,0.04,0.06
haphazard.csv,0.49,0.15,0.14,0.06,0.2,0.37,0.31,0.36,0.65,0.0,1.0,0.06,0.13,0.44,0.26,0.37,0.0,0.13,0.18,0.36
intact.csv,0.51,0.54,0.28,0.25,0.54,0.53,1.0,0.2,0.1,0.0,0.38,0.66,0.33,0.0,0.22,0.29,0.38,0.36,0.62,0.37
ipfire-wall.csv,0.51,0.58,0.22,0.31,0.61,0.41,0.24,0.35,0.45,0.82,0.46,0.42,1.0,0.43,0.35,0.41,0.55,0.43,0.34,0.44
jlinalg.csv,0.48,1.0,0.13,0.37,0.42,0.61,0.45,0.65,0.45,0.83,0.49,0.53,0.58,0.35,0.0,0.43,0.6,0.68,0.05,0.42
nassp.csv,0.37,0.35,0.29,0.24,0.36,0.47,0.31,0.4,0.93,0.96,0.35,0.33,0.2,0.24,0.1,0.53,0.0,0.41,0.34,0.46
ondex.csv,0.46,0.33,0.29,0.06,0.34,0.48,0.55,0.47,0.0,0.0,0.49,0.37,0.13,0.0,0.04,0.29,0.0,0.35,1.0,0.63
optalgtoolkit.csv,0.58,0.37,0.5,1.0,0.51,0.53,0.68,0.47,0.33,0.37,0.52,0.41,0.37,0.62,0.44,0.38,0.42,0.49,0.6,0.59
pustefix.csv,0.35,0.0,0.49,0.54,0.52,0.37,0.43,1.0,0.46,0.62,0.55,0.49,0.0,0.24,0.22,0.0,0.0,0.44,0.6,0.34
soar.csv,0.24,0.45,0.36,0.33,0.65,0.48,0.29,0.3,0.4,0.47,0.63,0.54,0.13,0.09,0.0,1.0,0.33,0.61,0.49,0.24
sqlpower-library.csv,0.99,0.78,0.48,0.6,0.66,0.49,0.59,0.62,0.2,0.67,0.55,0.63,0.54,0.0,0.35,0.39,0.37,0.44,0.58,0.66
super-tux.csv,0.0,0.65,0.13,0.0,0.44,0.46,0.35,0.0,0.0,0.0,0.42,0.6,0.0,0.05,1.0,0.16,0.0,0.58,0.05,0.41
tart.csv,0.0,0.05,0.07,0.13,0.0,0.05,0.04,0.05,0.0,0.0,0.0,0.0,0.07,1.0,0.06,0.29,0.0,0.3,0.15,0.19
web-cat.csv,0.26,0.24,0.22,0.3,0.29,0.39,0.43,0.19,0.53,0.0,0.56,0.4,0.45,0.59,0.37,0.0,0.2,0.4,0.59,1.0
