,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.18,0.21,0.4,0.26,0.41,0.42,0.19,0.18,0.07,0.16,0.37,0.0,0.22,0.15,0.4,0.92,0.14,0.11,0.31,0.35
array4j.csv,0.65,0.0,0.0,0.16,0.15,0.35,0.34,0.42,0.04,0.12,0.42,0.41,0.14,0.21,0.0,0.0,0.23,0.0,0.55,0.39
bzbyte.csv,0.59,0.36,0.95,1.0,0.69,0.72,0.88,0.48,0.85,0.97,0.92,0.95,1.0,0.99,1.0,0.04,0.93,0.0,0.83,0.94
capcode.csv,0.0,0.0,0.29,0.0,0.0,0.06,0.47,0.08,0.3,0.15,0.06,0.35,0.43,0.29,0.6,0.08,0.19,0.0,0.19,0.06
fm-classic.csv,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0
freenet.csv,0.82,0.21,0.32,0.81,0.83,0.0,0.89,0.84,0.91,0.94,0.92,0.62,0.78,0.74,1.0,0.04,0.68,0.5,0.93,0.81
hannosset.csv,0.12,0.0,0.13,0.23,0.04,0.0,0.07,0.0,0.02,0.09,0.02,0.08,0.11,0.04,0.0,0.04,0.0,0.06,0.06,0.16
haphazard.csv,0.35,0.0,0.13,0.0,0.17,0.45,0.3,0.56,0.57,0.22,0.0,0.09,0.49,0.22,0.6,0.16,0.41,0.22,0.12,0.19
intact.csv,0.12,0.21,0.43,0.23,0.58,0.52,0.0,0.15,0.13,0.29,0.63,0.56,0.08,0.12,0.2,0.92,0.14,0.83,0.57,0.13
ipfire-wall.csv,0.12,0.14,0.21,0.9,0.56,0.18,0.08,0.11,0.35,0.53,0.71,0.23,0.0,0.37,0.2,0.64,0.1,0.22,0.37,0.45
jlinalg.csv,0.76,0.0,0.97,0.87,0.86,0.65,0.81,0.5,0.67,0.5,0.77,0.76,0.76,0.87,1.0,0.8,0.77,0.5,0.99,0.77
nassp.csv,0.35,0.0,0.19,0.35,0.41,0.32,0.29,0.13,0.0,0.19,0.33,0.19,0.03,0.17,0.2,0.44,0.25,0.28,0.21,0.29
ondex.csv,0.53,0.86,0.1,0.1,0.63,0.6,0.32,0.58,0.07,0.51,0.31,0.19,0.27,0.06,0.0,0.92,0.17,0.67,0.0,0.61
optalgtoolkit.csv,0.47,0.07,0.76,0.0,0.46,0.76,0.6,0.73,0.91,0.35,0.54,0.65,0.89,0.75,0.8,0.88,0.83,0.72,0.58,0.52
pustefix.csv,0.0,1.0,0.68,0.71,0.73,0.48,0.4,0.0,0.2,0.53,0.77,0.6,0.05,0.15,0.0,1.0,0.09,0.83,0.44,0.84
soar.csv,0.94,0.79,0.89,0.9,0.65,0.78,0.92,0.92,0.87,0.85,0.54,0.75,0.97,0.98,1.0,0.0,0.91,0.72,0.78,0.94
sqlpower-library.csv,0.06,0.21,0.78,0.48,0.69,0.82,0.52,0.35,0.15,0.71,0.77,0.62,0.76,0.36,0.2,0.88,0.28,0.83,0.63,0.42
super-tux.csv,1.0,0.21,0.97,1.0,0.86,0.85,0.9,1.0,1.0,1.0,0.87,0.74,1.0,0.99,0.0,0.16,1.0,0.72,0.99,0.87
tart.csv,0.0,0.14,0.08,0.0,0.06,0.18,0.04,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.52,0.03,0.11,0.07,0.0
web-cat.csv,0.06,0.86,0.44,0.1,0.28,0.53,0.34,0.53,0.28,0.06,0.35,0.47,0.49,0.43,0.4,1.0,0.41,0.61,0.38,0.0
