,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,198.0,1109.0,59.5,1226.0,97.5,96.5,94.5,194.5,196.5,249.5,380.0,1533.0,88.5
avifile.csv,99.0,478.0,97.5,2462.5,144.0,93.5,113.5,911.0,197.5,434.5,353.0,1747.0,98.5
baadengine.csv,99.0,2576.0,99.0,3268.0,97.5,96.5,192.0,877.0,99.0,526.0,473.5,198.0,98.5
gdis.csv,99.0,1116.5,99.0,3021.5,97.5,93.5,94.5,780.5,198.0,1893.0,178.0,2131.5,98.5
gogoego.csv,97.5,1781.0,99.0,1646.5,97.5,96.5,192.0,674.5,99.0,1273.5,473.5,198.0,98.5
impala.csv,98.5,1871.5,91.5,1228.5,97.5,99.0,327.0,583.0,99.0,1180.0,87.5,1088.0,97.5
jgameai.csv,99.0,644.0,91.5,1091.5,97.5,93.5,192.0,983.0,198.0,655.0,270.5,99.0,98.0
jhotdraw.csv,99.0,1938.5,99.0,2255.0,191.0,99.0,0.0,874.0,98.5,1531.0,379.0,1720.5,96.5
patterntesting.csv,198.0,2676.0,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,428.5,473.5,198.0,98.5
pokeglobal.csv,198.0,2442.5,99.0,636.5,97.5,96.5,192.0,389.5,99.0,1516.0,186.0,198.0,97.5
werx.csv,198.0,2610.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,1893.0,379.0,198.0,98.5
zealos.csv,99.0,595.0,99.0,1395.0,54.5,433.0,94.5,875.5,198.0,957.5,185.0,1000.5,98.5
