,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,96.0,2.0,0.0
repositorium.csv,10.0,0.0,10.0,0.0
simplewebservices.csv,2.0,1.0,20.0,0.0
xbg.csv,1.0,2.0,0.0,2.0
