,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.0,0.29,0.16
repositorium.csv,0.47,0.85,0.29,0.0
simplewebservices.csv,0.5,0.57,0.28,0.98
xbg.csv,0.43,0.11,0.9,0.15
