,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.0,0.4,0.43
repositorium.csv,0.33,1.0,0.14,0.41
simplewebservices.csv,0.31,0.12,0.09,1.0
xbg.csv,0.6,0.33,1.0,0.52
