,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.0,0.31,0.2
repositorium.csv,0.39,0.9,0.18,0.58
simplewebservices.csv,0.42,0.21,0.13,0.98
xbg.csv,0.46,0.14,0.93,0.2
