,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,0.02,0.05,0.12
repositorium.csv,0.48,0.0,0.22,1.0
simplewebservices.csv,0.72,0.74,0.38,0.0
xbg.csv,0.13,0.02,0.0,0.08
