,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.16,0.4,0.12,0.16,0.41,0.49,0.51,0.4,0.48,0.21,1.0,0.16
archive-crawler.csv,0.17,0.53,0.43,0.12,0.54,0.64,0.55,0.64,0.44,1.0,0.67,0.33
blue-c.csv,0.2,0.42,0.15,0.04,0.44,0.97,0.72,0.51,0.5,0.24,0.5,0.17
dynalloy.csv,0.34,1.0,0.11,0.12,0.67,0.5,0.67,0.53,0.53,0.36,0.5,0.23
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.88,0.17,1.0,0.0
kmatplot.csv,0.97,0.26,0.18,0.5,1.0,1.0,0.7,0.7,0.64,0.24,0.36,0.36
mscore.csv,0.22,0.3,0.16,0.36,0.53,0.77,1.0,0.49,0.56,0.31,0.47,0.27
nosleepsoftware.csv,0.41,0.0,0.19,1.0,0.67,0.37,0.71,0.67,0.86,0.26,0.31,0.36
openmalaria.csv,0.29,0.41,0.11,0.47,0.89,0.82,0.73,1.0,0.59,0.29,0.31,0.25
popeye-chess.csv,0.3,0.45,0.15,0.28,1.0,0.79,0.82,0.78,0.73,0.31,0.46,0.29
riff-evolve.csv,0.25,0.35,0.14,0.19,0.69,0.68,0.7,0.53,0.98,0.38,0.67,0.3
virtuoso.csv,0.29,0.34,0.12,0.29,0.85,0.82,0.69,0.39,0.51,0.36,0.49,1.0
