,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.0,2.0,19.0,1.0,12.0,2.0,1.0,2.0,0.0,11.0,0.0,33.0
archive-crawler.csv,0.0,0.0,4.0,10.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,9.0
blue-c.csv,0.0,2.0,17.0,0.0,8.0,1.0,4.0,1.0,0.0,6.0,1.0,30.0
dynalloy.csv,0.0,0.0,40.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,30.0
jcae.csv,155.0,142.0,0.0,62.0,78.0,54.0,1.0,0.0,0.0,4.0,0.0,181.0
kmatplot.csv,0.0,1.0,9.0,2.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,2.0
mscore.csv,0.0,2.0,16.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0
nosleepsoftware.csv,5.0,142.0,7.0,0.0,3.0,1.0,8.0,2.0,1.0,4.0,8.0,5.0
openmalaria.csv,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
popeye-chess.csv,17.0,0.0,12.0,13.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0
riff-evolve.csv,0.0,2.0,21.0,6.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0
virtuoso.csv,0.0,2.0,42.0,5.0,1.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0
