,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.71,0.52,0.48,0.54,0.56,0.97,0.5,0.55
etics.csv,0.93,0.5,0.29,0.35,0.62,0.26,0.51,0.57
genecys.csv,0.21,0.27,0.5,0.0,1.0,0.0,0.52,0.44
kvs.csv,0.43,0.24,0.99,0.28,0.4,0.2,0.3,0.41
mcore3d.csv,0.69,0.98,0.62,0.57,0.63,0.69,0.63,0.64
miranda.csv,0.72,0.51,0.48,0.6,0.73,0.44,0.62,0.98
ogrehg.csv,0.59,0.58,0.67,0.94,0.34,0.43,0.29,0.58
passwordsafe.csv,0.48,0.62,0.53,0.51,0.6,0.53,0.96,0.57
