,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.51,0.64,0.65,0.64,0.74,0.04,0.59,0.65
etics.csv,0.08,0.59,0.76,0.7,0.51,0.79,0.55,0.53
genecys.csv,0.95,0.93,0.78,1.0,0.0,1.0,0.82,0.86
kvs.csv,0.62,0.81,0.03,0.76,0.65,0.84,0.76,0.65
mcore3d.csv,0.45,0.04,0.64,0.54,0.63,0.56,0.54,0.65
miranda.csv,0.49,0.63,0.76,0.6,0.49,0.67,0.61,0.03
ogrehg.csv,0.47,0.62,0.62,0.08,0.93,0.88,0.94,0.68
passwordsafe.csv,0.84,0.54,0.61,0.62,0.59,0.65,0.05,0.67
