,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.34,0.73,0.26,0.44,0.88,0.99,0.53,0.69
etics.csv,1.0,0.8,0.42,0.66,0.93,0.52,0.72,0.8
genecys.csv,0.25,0.68,0.19,0.39,1.0,0.38,0.36,0.68
kvs.csv,0.71,0.83,0.91,0.57,0.96,0.43,0.45,0.83
mcore3d.csv,0.39,0.98,0.25,0.55,0.9,0.47,0.47,0.71
miranda.csv,0.36,0.74,0.19,0.46,0.92,0.45,0.42,0.99
ogrehg.csv,0.7,0.73,0.26,0.95,0.85,0.3,0.33,0.68
passwordsafe.csv,0.23,0.77,0.28,0.48,0.9,0.41,1.0,0.69
