,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.55,0.58,0.54,0.66,0.46,0.7,0.59,0.47
etics.csv,0.67,0.54,0.92,0.82,0.39,0.89,0.75,0.48
genecys.csv,0.4,0.41,0.49,0.46,0.45,0.45,0.5,0.36
kvs.csv,0.86,0.97,0.73,0.79,0.48,0.85,0.76,0.64
mcore3d.csv,0.57,0.46,0.42,0.51,0.39,0.49,0.47,0.34
miranda.csv,0.54,0.56,0.53,0.43,0.4,0.58,0.44,0.4
ogrehg.csv,0.7,0.56,0.52,0.66,0.52,0.57,0.46,0.45
passwordsafe.csv,0.43,0.52,0.53,0.61,0.4,0.55,0.65,0.45
