,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.55,0.94,0.81,0.88,0.98,0.95,0.85,0.63,0.21,0.78,1.05,0.95,0.69,0.61,0.67,0.77,0.76,0.66,0.76,0.94
clamav.csv,0.53,0.74,0.46,0.71,0.5,0.87,0.69,0.79,0.33,0.54,0.73,0.6,0.85,0.82,0.69,0.66,0.34,0.47,0.72,0.93
customsagetv.csv,0.72,0.91,1.0,0.91,0.53,0.89,0.7,0.79,0.8,0.8,0.86,0.85,0.85,0.96,0.77,0.16,0.95,0.38,0.57,0.73
gss.csv,0.85,0.68,0.49,0.69,0.42,0.88,0.59,0.6,0.5,0.62,0.69,0.53,0.55,0.8,0.86,0.98,0.66,0.58,0.28,0.92
guineu.csv,0.42,0.71,1.0,0.92,0.95,0.82,0.67,0.73,1.05,0.94,0.95,0.78,0.9,0.83,0.78,0.2,1.0,0.18,0.67,0.91
inkscape.csv,0.7,0.64,1.0,1.0,0.78,0.91,0.39,0.83,0.83,0.62,0.9,1.0,0.94,0.85,1.0,0.91,0.63,0.85,0.96,0.84
mpqc.csv,0.77,0.91,0.87,1.03,0.93,0.48,0.82,0.8,0.97,0.77,0.79,0.89,0.85,0.86,0.73,0.82,0.95,0.83,1.0,0.79
nsis.csv,0.82,0.95,0.59,0.81,0.9,0.57,0.89,0.91,0.78,0.81,0.34,0.53,0.86,0.77,0.87,0.37,0.99,0.92,0.85,0.84
octave.csv,0.67,0.72,0.88,0.93,0.58,0.73,0.67,0.69,1.03,0.74,0.91,0.68,0.7,0.61,0.76,1.05,0.86,0.42,0.78,0.84
owfs.csv,0.88,0.82,0.91,0.62,0.59,0.81,0.59,0.9,0.52,0.75,0.83,0.78,0.88,0.83,0.83,0.93,0.62,0.41,0.7,0.88
owlib.csv,0.68,0.42,0.65,0.75,0.58,0.9,0.66,0.58,0.48,0.61,0.71,0.71,0.61,0.6,0.72,0.66,0.55,0.7,0.43,0.67
pamguard.csv,0.75,0.69,0.55,0.48,0.56,0.71,0.68,0.67,0.54,0.74,0.86,0.66,0.65,0.8,0.52,1.1,0.61,1.04,0.53,0.7
papertoolkit.csv,0.72,0.76,0.95,0.93,0.75,0.79,0.62,0.78,0.88,0.61,0.82,0.57,0.85,0.83,0.87,1.01,0.85,0.15,0.76,0.7
prelude.csv,1.0,0.98,0.23,0.83,0.9,0.91,0.81,0.9,0.81,0.75,1.08,0.51,0.84,0.95,0.94,0.8,0.95,0.72,0.8,0.96
pustefix.csv,0.56,0.94,0.53,0.83,0.6,0.83,0.64,0.7,0.65,0.8,0.91,0.45,0.85,0.35,0.67,0.58,0.86,0.46,0.74,0.89
robocode.csv,0.66,0.53,0.98,0.5,0.67,0.83,0.49,0.42,0.7,0.51,0.75,0.73,0.71,0.58,0.64,0.69,0.58,0.51,0.64,0.79
scenemonitor.csv,0.59,0.8,0.9,0.71,0.61,0.75,0.54,0.63,0.55,0.54,0.86,0.47,0.33,0.63,0.83,1.12,0.67,0.5,0.73,0.7
tango-cs.csv,0.79,0.72,0.91,0.68,0.69,0.86,0.52,0.66,0.51,0.57,0.9,0.59,0.67,0.66,0.7,1.1,0.45,0.75,0.77,0.57
uwom-server.csv,0.84,0.76,1.0,0.87,0.56,0.84,0.59,0.74,0.72,0.58,0.7,0.56,0.7,0.92,0.82,0.67,0.53,0.72,0.86,0.66
zengine.csv,1.0,0.98,0.49,0.85,0.89,0.86,0.94,1.0,0.97,0.86,0.86,0.16,0.78,0.96,1.0,0.8,0.76,0.95,0.9,0.98
