,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,70.0,29.0,0.0,3.0,0.0
encog-java.csv,0.0,3.0,0.0,2.0,0.0
h2database.csv,18.0,0.0,0.0,1.0,0.0
jaql.csv,15.0,29.0,0.0,0.0,0.0
raven-monitoring.csv,25.0,76.0,0.0,2.0,1.0
