,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.42,0.39,0.45,0.4,0.7
encog-java.csv,0.97,0.97,0.49,0.97,0.9
h2database.csv,0.46,0.98,0.93,0.93,0.94
jaql.csv,0.54,0.59,0.68,0.58,0.64
raven-monitoring.csv,0.79,0.76,0.67,0.73,0.72
