,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.21,0.2,0.49,0.58,0.97
encog-java.csv,0.95,0.19,0.55,0.32,0.4
h2database.csv,0.27,0.96,0.24,0.28,0.25
jaql.csv,0.32,0.27,0.32,0.99,0.5
raven-monitoring.csv,0.15,0.09,0.97,0.33,0.25
