,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.87,0.87,0.8,0.71,0.06
encog-java.csv,0.09,0.83,0.73,0.79,0.74
h2database.csv,0.57,0.08,0.85,0.81,0.85
jaql.csv,0.48,0.6,0.78,0.02,0.67
raven-monitoring.csv,0.78,0.9,0.06,0.77,0.85
