,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.86,0.84,0.73,0.69,0.01
encog-java.csv,0.0,0.08,0.69,0.07,0.43
h2database.csv,0.53,0.0,0.17,0.16,0.02
jaql.csv,0.31,0.32,0.25,0.0,0.5
raven-monitoring.csv,0.37,0.36,0.0,0.3,0.3
