,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.4,0.72,0.6,0.15,0.75,0.34
minig.csv,0.33,0.47,0.62,0.13,0.57,0.04
ossbuild.csv,0.33,0.64,0.43,0.33,0.68,0.38
rezilla.csv,0.52,0.41,0.64,0.09,0.6,0.22
rocrail.csv,0.75,0.48,0.39,0.04,0.67,0.49
webdriver.csv,0.33,0.73,0.35,0.0,0.72,0.39
