,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.0,0.0,0.0,1.0,80.0,94.0,0.0,6.0,0.0,1.0,0.0
gbif-providertoolkit.csv,0.0,59.0,0.0,0.0,0.0,2.0,0.0,55.0,57.0,223.0,6.0
geochat.csv,0.0,13.0,1.0,8.0,3.0,36.0,0.0,3.0,1.0,0.0,0.0
heekscad.csv,0.0,6.0,2.0,0.0,14.0,18.0,0.0,1.0,0.0,2.0,0.0
igarden.csv,3.0,10.0,0.0,0.0,3.0,13.0,1.0,1.0,0.0,17.0,15.0
jstock.csv,2.0,15.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0
levent.csv,3.0,19.0,9.0,5.0,13.0,25.0,0.0,6.0,0.0,9.0,6.0
piccolo2d.csv,123.0,59.0,126.0,102.0,1.0,0.0,0.0,0.0,57.0,0.0,127.0
pnotepad.csv,3.0,24.0,0.0,4.0,20.0,21.0,0.0,2.0,0.0,0.0,3.0
trinitycore.csv,0.0,5.0,8.0,6.0,3.0,27.0,0.0,8.0,0.0,0.0,7.0
xcsoar.csv,0.0,6.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,4.0,5.0
