,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.88,0.88,0.86,0.95,0.9,0.75,0.67,0.86,0.83,0.86,0.83
gbif-providertoolkit.csv,0.88,0.0,0.5,0.5,0.92,0.75,0.75,0.0,0.0,0.67,0.93
geochat.csv,0.79,0.39,0.4,0.32,0.41,0.42,0.62,0.5,0.63,0.62,0.83
heekscad.csv,0.45,0.71,0.47,0.48,0.44,0.43,0.9,0.42,0.57,0.48,0.47
igarden.csv,0.63,0.72,0.72,0.7,0.62,0.52,0.67,0.54,0.62,0.58,0.67
jstock.csv,0.92,0.89,0.93,0.67,0.91,0.67,0.5,0.83,0.72,0.74,0.92
levent.csv,0.53,0.52,0.4,0.42,0.38,0.43,0.5,0.33,0.5,0.44,0.51
piccolo2d.csv,0.0,0.0,0.0,0.0,0.67,0.92,0.83,0.0,0.0,0.0,0.0
pnotepad.csv,0.42,0.46,0.37,0.31,0.31,0.33,0.4,0.3,0.41,0.39,0.36
trinitycore.csv,0.7,0.88,0.66,0.69,0.64,0.76,0.62,0.64,0.88,0.86,0.95
xcsoar.csv,0.41,0.5,0.48,0.42,0.48,0.4,0.56,0.5,0.53,0.47,0.61
