,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,1,1,0,logicmail.csv
51,3,1,5,10,9,joustsim.csv
50,4,1,5,16,15,retromenu.csv
57,5,2,6,9,10,cuberok.csv
21,6,6,8,9,13,toped.csv
17,7,3,7,16,17,azureus.csv
27,8,2,11,19,18,ninject.csv
16,9,3,2,3,9,ngl.csv
24,10,4,3,7,8,beast-mcmc.csv
56,13,2,2,6,5,pi-qmc.csv
58,14,1,1,2,1,gpsmid.csv
18,16,1,6,12,13,wishmaster.csv
23,17,2,2,6,5,openxava.csv
14,18,1,2,8,7,jatlas.csv
25,19,1,6,9,8,graphmak.csv
13,20,1,5,8,7,opensim4opencog.csv
28,21,1,2,5,6,kftpgrabber.csv
59,22,1,7,17,16,projecteqemu.csv
49,23,1,10,15,14,rocrail.csv
48,24,4,5,6,9,bdbbasic.csv
60,25,1,6,6,8,minig.csv
26,26,1,4,7,6,acdk.csv
15,27,2,1,4,4,autat.csv
22,28,2,7,14,13,nassp.csv
38,30,1,1,6,5,powerfolder-.csv
33,31,1,5,9,8,foursquared.csv
5,32,3,6,13,14,ns-3-dev-def-routing.csv
12,33,1,2,12,11,maidsafe-dht.csv
11,34,1,2,3,3,qmmp.csv
6,35,3,2,1,1,maya-work-in-progress.csv
32,36,1,5,5,7,fceugc.csv
39,37,3,3,5,6,quarkplusplus.csv
31,38,1,2,7,6,k3d.csv
40,39,2,1,2,2,ardour.csv
53,40,2,3,6,8,bacnet.csv
46,41,3,8,10,18,opde.csv
19,42,1,3,4,3,img-browse-sort.csv
30,43,2,9,12,15,sauerbraten.csv
29,44,1,7,17,17,alpine.csv
20,45,1,5,11,10,genoviz.csv
45,46,2,6,9,9,xapian.csv
54,47,2,4,11,11,geogebra.csv
47,48,1,4,14,13,tradelink.csv
52,49,3,4,8,10,skia.csv
8,51,1,7,11,10,jstock.csv
41,52,2,4,10,13,tzod.csv
37,53,1,5,9,8,customsagetv.csv
36,54,1,2,2,2,freewrl.csv
42,55,1,4,7,6,fulguro.csv
4,57,2,3,4,5,encog-java.csv
9,58,1,6,8,10,nicepress.csv
1,59,1,3,3,3,columba.csv
0,61,11,10,1,16,openwbem.csv
35,62,1,6,8,8,owlapi.csv
43,63,2,5,13,16,haphazard.csv
44,64,1,10,18,16,bulmages.csv
34,65,2,5,11,12,gwanted.csv
2,66,1,10,14,13,opengs.csv
10,67,1,5,16,15,co-ode-owl-plugins.csv
3,68,2,1,2,3,jrdf.csv
7,69,1,1,1,1,ambulant.csv
