,recall,precision,pf,cdom,bellwether
1,0.71,0.53,0.39,8.0,ngl.csv
12,0.8,0.8999999999999999,0.5800000000000001,1.0,gpsmid.csv
15,0.7,0.33,0.25,12.0,bdbbasic.csv
29,0.3,0.4,0.29,19.0,skia.csv
50,0.11,0.265,0.21,4.0,fulguro.csv
56,0.52,0.435,0.28,2.0,columba.csv
60,0.52,0.3,0.23,8.0,ambulant.csv
11,0.86,0.9299999999999999,0.86,0.0,atunes.csv
