,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.76,0.49,0.29,0.65,0.43,0.13,0.55
freebios.csv,0.59,0.32,0.74,0.54,0.5,0.0,0.52
k3b.csv,0.82,0.48,0.38,0.76,0.59,0.11,0.56
loki-lib.csv,0.59,0.55,0.54,0.52,0.57,0.16,0.64
powerfolder.csv,0.62,0.32,0.07,0.67,0.47,0.48,0.29
quarkplusplus.csv,0.37,0.35,0.0,0.47,0.61,0.21,0.39
tzod.csv,0.4,0.66,0.46,0.48,0.12,0.0,0.33
