,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,391.0,97.5,186.0,97.5,286.0,380.0,189.0
freebios.csv,292.5,874.0,290.5,99.0,486.5,3693.0,1140.5
k3b.csv,488.5,97.5,268.5,99.0,487.0,760.0,386.0
loki-lib.csv,96.5,97.5,388.5,97.5,185.0,90.5,259.5
powerfolder.csv,384.0,97.5,178.0,97.5,187.5,189.0,444.5
quarkplusplus.csv,177.0,97.5,53.5,97.5,195.0,379.0,349.0
tzod.csv,96.5,97.5,192.0,99.0,541.5,1616.0,84.5
