,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.26,0.04,0.8,0.23,0.0,0.3
chaperon.csv,0.22,0.18,0.42,0.06,0.75,0.32
mule.csv,0.44,0.0,0.12,0.15,0.0,0.27
nunit.csv,0.26,0.31,0.62,0.38,0.5,0.26
springside.csv,0.57,0.23,0.37,0.58,0.0,0.18
swtfox.csv,0.54,0.9,0.25,0.73,0.75,0.54
