,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.53,0.83,0.0,0.77,0.79,0.71
columba.csv,0.37,0.25,0.22,0.25,0.23,0.02
emftriple.csv,0.0,0.0,0.0,0.0,0.0,0.56
fluent-nhibernate.csv,0.16,0.31,0.06,0.0,0.08,0.07
gpsmid.csv,0.0,0.39,0.39,0.37,0.29,0.18
xamj.csv,0.24,0.29,0.67,0.38,0.0,0.26
