,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.52,0.0,0.16,0.21,0.98,0.34,0.18,0.25,0.05,0.32,0.14,0.0,0.19
emulemorph.csv,0.0,0.0,0.0,0.11,0.0,0.15,0.0,0.1,0.91,0.0,0.0,0.0,0.44
gisgraphy.csv,0.5,0.07,0.21,0.2,0.35,0.34,0.04,0.32,0.2,0.35,0.3,0.03,1.0
jaxen.csv,0.0,0.0,0.16,0.0,0.15,0.0,0.0,1.0,0.0,0.13,0.03,0.0,0.0
jvcl.csv,0.16,0.0,1.0,0.08,0.0,0.04,0.03,0.0,0.0,0.16,0.03,0.0,0.5
m-m-m.csv,0.4,0.02,0.1,0.13,0.34,1.0,0.05,0.11,0.03,0.43,0.51,0.02,0.4
motu.csv,0.19,0.04,0.29,0.0,0.33,0.34,1.0,0.46,0.0,1.0,0.0,0.07,0.12
nh3d.csv,0.05,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
sarasvati.csv,0.46,0.0,0.13,0.9,0.08,0.0,0.1,0.0,0.04,0.25,0.22,0.0,0.0
wgs-assembler.csv,0.99,0.06,0.16,0.3,0.38,0.11,0.18,0.22,0.0,0.29,0.14,0.14,0.26
zabbix.csv,0.48,0.03,0.19,0.14,0.36,0.74,0.04,0.19,0.11,0.39,0.99,0.0,0.42
