,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,190.0,197.5,3657.0,1517.0,3693.5,642.5,387.0,194.5,711.0,284.5,278.0,1354.0,682.0
freewrl.csv,289.0,197.5,4366.0,97.5,5863.0,179.0,99.0,494.0,613.5,292.5,433.5,1017.0,198.0
fulguro.csv,289.0,97.5,0.0,99.0,4483.5,526.0,117.0,386.0,1330.5,292.5,375.0,601.5,54.5
google-web-toolkit.csv,192.5,95.5,1869.0,99.0,1883.0,173.0,99.0,492.5,388.5,292.5,276.5,137.5,781.0
jcache.csv,192.5,197.5,2257.5,99.0,6899.0,629.5,99.0,494.0,534.0,764.5,183.0,1628.5,198.0
jstock.csv,190.0,97.5,860.5,408.0,3160.0,447.5,99.0,97.5,437.5,418.5,90.5,1359.0,386.0
mimosa.csv,192.5,197.5,3905.5,99.0,6932.5,540.0,99.0,494.0,810.5,292.5,280.5,1538.0,198.0
miranda.csv,93.5,98.5,231.5,28.5,186.5,0.0,88.5,494.0,119.0,292.5,183.0,1103.5,198.0
ns-3-dev-def-routing.csv,93.5,196.5,4539.0,98.5,4071.0,339.0,98.5,97.5,326.0,375.0,2130.0,985.5,99.0
ossbuild.csv,93.5,196.5,965.5,99.0,4439.5,621.5,99.0,97.5,65.5,224.5,84.5,1548.0,99.0
qtractor.csv,190.0,98.5,4539.0,99.0,4675.5,352.0,99.0,97.5,311.0,606.0,275.5,875.0,99.0
quarkplayer.csv,192.5,95.5,3554.0,99.0,1690.0,0.0,171.0,395.0,497.0,96.5,2110.0,73.5,197.5
synergyspace.csv,190.5,196.5,2033.5,99.0,5493.5,532.0,99.0,193.0,760.5,459.5,276.5,412.5,99.0
