,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,99.0,99.0,97.5,99.0,99.0,288.5,489.5,97.5,197.5,97.5,778.5,1223.0,725.0,4600.5,99.0,99.0
calcubetimer.csv,97.5,99.0,818.5,99.0,99.0,288.5,292.5,97.5,197.5,97.5,585.5,1181.5,645.5,1215.5,94.5,99.0
chaosrts.csv,97.5,93.5,174.0,99.0,95.5,1921.0,194.0,97.5,197.5,97.5,583.5,1038.5,462.5,3621.5,94.5,99.0
dxengine.csv,62.5,88.5,97.5,94.5,181.0,189.0,489.5,98.5,197.5,88.5,0.0,1408.0,86.5,3037.0,99.0,253.5
freedom-erp.csv,97.5,17.5,11.5,30.5,95.5,62.5,0.0,487.0,58.5,97.5,94.5,687.0,123.0,0.0,76.5,99.0
joustsim.csv,97.5,99.0,97.5,99.0,76.5,384.0,96.5,96.5,197.5,97.5,766.5,401.5,367.0,3994.5,97.5,98.5
jsidplay2.csv,99.0,96.5,701.5,97.5,99.0,189.0,293.0,98.5,98.5,94.5,778.5,1079.0,549.0,2299.5,94.5,99.0
madman.csv,98.5,99.0,90.5,93.5,73.5,384.0,390.5,98.5,93.5,97.5,95.5,552.5,184.0,974.5,175.0,96.5
mclient-mume.csv,99.0,93.5,97.5,99.0,104.0,189.0,96.5,75.5,98.5,33.5,153.0,206.5,442.5,3545.0,98.5,98.5
primefaces.csv,98.5,93.5,97.5,99.0,95.5,384.0,194.0,98.5,197.5,97.5,85.5,1539.0,556.0,3811.0,98.5,99.0
reaper3d.csv,98.5,99.0,85.5,97.5,99.0,285.5,289.5,94.5,98.5,88.5,186.0,274.0,264.5,1337.5,81.5,95.5
sblim.csv,98.5,96.5,97.5,99.0,95.5,286.5,66.0,98.5,197.5,94.5,289.5,634.0,459.5,1062.5,97.5,99.0
sevenupdate.csv,99.0,99.0,97.5,99.0,99.0,189.0,489.5,98.5,197.5,97.5,778.5,1463.5,645.5,4650.0,99.0,99.0
springside.csv,95.5,93.5,97.5,99.0,95.5,288.5,190.0,94.5,197.5,94.5,573.5,432.0,367.0,3791.0,174.0,99.0
swtfox.csv,99.0,99.0,97.5,0.0,97.5,1058.5,390.5,98.5,85.5,97.5,441.5,518.5,271.5,3132.5,99.0,98.5
tmva.csv,99.0,99.0,444.5,97.5,99.0,283.5,489.5,93.5,197.5,97.5,778.5,1463.5,459.5,3158.5,98.5,99.0
