,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.73,0.68,0.5,0.68,0.83,0.73
ingex.csv,0.58,0.64,0.38,0.6,0.66,0.27
jgnash.csv,0.58,0.6,0.5,0.47,0.62,0.51
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.4,0.25,0.68,0.62,0.39
openefm.csv,0.7,0.56,0.06,0.51,0.31,0.49
yarp0.csv,0.7,0.4,0.56,0.79,0.69,0.44
