,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.14,0.53,0.97,0.29,0.4,0.46,0.17,0.57,0.1,0.13,0.38,0.57,0.37,0.57,0.13
amateur-scrolls.csv,0.03,0.23,0.38,1.0,0.5,0.23,0.19,0.41,0.17,0.1,0.11,0.29,0.33,0.26,0.0
biopax.csv,0.2,0.62,0.48,0.58,0.68,0.72,0.42,0.79,0.21,0.08,0.57,0.56,0.98,0.87,0.06
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.19,0.42,0.47,0.53,0.7,0.67,0.45,0.82,0.3,0.09,0.59,0.58,0.75,0.98,0.06
ikvm.csv,0.12,0.95,0.16,0.2,0.39,0.57,0.44,0.37,0.11,0.06,0.33,0.21,0.46,0.23,0.09
irrlicht.csv,0.15,0.49,0.33,0.47,0.66,0.99,0.46,0.77,0.12,0.12,0.56,0.51,0.44,0.81,0.1
les-indemodables.csv,0.28,0.38,0.25,0.15,0.52,0.4,0.35,0.5,0.0,0.15,0.5,0.96,0.31,0.63,0.11
lportal.csv,0.05,0.65,0.04,0.09,0.37,0.67,0.27,0.4,0.07,0.95,0.34,0.28,0.31,0.25,0.0
ns-3-dev-def-routing.csv,0.2,0.5,0.36,0.56,0.44,0.53,0.38,0.5,0.18,0.11,0.99,0.39,0.54,0.64,0.0
qpe.csv,0.87,0.53,0.34,0.22,0.29,0.58,0.37,0.07,0.1,0.04,0.32,0.07,0.68,0.3,0.0
sigil.csv,0.26,0.31,0.5,0.54,0.72,0.45,0.47,0.99,0.42,0.13,0.53,0.55,0.51,0.82,0.09
ultimairis.csv,0.14,0.58,0.38,0.6,0.7,0.82,0.98,0.66,0.22,0.07,0.54,0.49,0.86,0.88,0.06
unflobtactical.csv,0.17,0.27,0.28,0.37,1.0,0.44,0.37,0.68,0.14,0.11,0.48,0.57,0.53,0.69,0.07
xbg.csv,0.0,0.28,0.19,0.47,0.11,0.36,0.19,0.04,1.0,0.1,0.17,0.0,0.16,0.49,0.15
