,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.81,0.36,0.76,0.75,0.8,0.82,0.91,0.7,0.92,0.58,0.79,0.57,0.71,0.58,0.5
amateur-scrolls.csv,0.97,0.57,0.93,0.65,0.69,0.97,0.86,0.9,0.75,0.75,0.96,0.76,0.86,0.83,0.93
biopax.csv,0.47,0.4,0.39,0.43,0.33,0.42,0.39,0.44,0.45,0.39,0.43,0.43,0.49,0.43,0.4
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.67
exl.csv,0.49,0.43,0.39,0.33,0.38,0.5,0.48,0.45,0.42,0.39,0.43,0.49,0.47,0.44,0.41
ikvm.csv,0.76,0.6,0.95,0.9,0.81,0.75,0.68,0.82,0.78,0.83,0.77,0.98,0.97,0.92,0.95
irrlicht.csv,0.5,0.52,0.43,0.41,0.38,0.5,0.41,0.43,0.78,0.52,0.42,0.5,0.5,0.48,0.54
les-indemodables.csv,0.58,0.53,0.94,0.86,0.53,0.83,0.79,0.6,0.83,0.84,0.6,0.62,0.93,0.42,0.58
lportal.csv,0.84,0.72,0.92,0.83,0.75,0.69,0.9,0.94,0.82,0.99,0.75,0.98,0.85,0.94,0.0
ns-3-dev-def-routing.csv,0.66,0.59,0.96,0.53,0.6,0.78,0.96,0.72,0.72,0.77,0.64,0.63,0.88,0.61,0.86
qpe.csv,0.97,0.58,0.97,0.74,0.92,0.82,0.49,0.89,0.67,1.0,0.81,0.96,0.58,0.92,0.9
sigil.csv,0.54,0.57,0.51,0.4,0.45,0.72,0.5,0.47,0.75,0.51,0.48,0.44,0.64,0.46,0.42
ultimairis.csv,0.48,0.38,0.39,0.45,0.42,0.48,0.78,0.56,0.41,0.41,0.43,0.58,0.48,0.44,0.47
unflobtactical.csv,0.63,0.8,0.87,0.49,0.49,0.78,0.71,0.47,0.66,0.63,0.54,0.62,0.91,0.56,0.72
xbg.csv,0.5,0.86,0.93,0.56,0.5,0.75,0.96,0.0,0.88,0.84,0.93,0.0,0.83,0.75,0.96
