,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.69,0.27,0.46,0.42,0.67,0.74,0.89,0.5,0.8,0.55,0.12,0.06,0.88
e-bio-flow.csv,0.31,0.41,0.69,0.6,1.0,0.22,0.44,0.67,0.0,0.45,0.62,0.23,0.0
jas.csv,0.31,0.73,0.08,0.58,0.67,0.17,0.28,0.43,1.0,0.18,0.38,0.57,1.0
jbpm.csv,0.12,0.14,0.0,0.75,0.0,0.09,0.0,0.2,0.0,0.09,0.0,0.01,0.0
jgossipforum.csv,0.38,0.59,0.15,0.17,0.0,0.57,0.22,0.4,1.0,0.36,0.88,0.54,0.0
jmonkeyengine.csv,0.62,0.82,0.15,0.75,0.33,0.91,0.61,0.53,0.4,0.27,0.62,0.85,0.5
joustsim.csv,0.38,0.82,0.31,0.73,0.33,0.96,0.78,0.4,1.0,0.91,0.88,0.81,0.75
log4net.csv,0.56,0.18,0.62,0.23,1.0,0.17,0.0,0.47,0.0,0.73,0.38,0.2,0.0
ngl.csv,0.69,0.77,1.0,1.0,1.0,1.0,0.44,0.9,0.6,0.73,0.88,0.66,0.88
piccolo2d.csv,0.5,0.55,0.92,0.33,0.67,0.13,0.33,0.47,0.0,0.55,0.12,0.25,0.0
pustefix.csv,0.12,0.59,0.77,0.6,0.33,0.65,0.78,0.43,0.6,0.09,0.25,0.62,0.88
reaper3d.csv,0.31,0.68,0.15,0.29,0.0,0.43,0.22,0.57,0.8,0.18,0.88,0.34,0.38
sblim.csv,0.25,0.82,0.54,0.31,0.0,0.7,0.28,0.6,0.0,0.64,0.12,0.91,0.0
