,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.0,0.31,0.25,0.66,1.0,0.44,0.34,0.53,0.59,0.58,0.59,0.45
crisscross.csv,0.22,0.36,0.92,0.13,0.17,0.21,0.24,0.04,0.29,0.0,0.44,0.24
gabel.csv,0.01,0.0,0.0,0.0,0.0,0.07,0.01,0.04,1.0,0.0,0.0,0.01
jguard.csv,0.0,0.26,0.53,0.49,0.42,0.47,0.49,0.98,0.62,0.29,0.57,0.5
jitterbit.csv,0.55,0.45,0.51,0.27,0.36,0.95,0.44,0.2,0.63,0.53,0.23,0.5
mycila.csv,0.1,0.0,0.06,0.0,0.02,0.18,0.09,0.2,0.0,0.52,0.92,0.16
nova.csv,0.0,1.0,0.33,0.42,0.37,0.58,0.55,0.6,0.52,0.52,0.55,0.53
ontomorphtab.csv,0.64,0.61,0.6,0.97,0.46,0.57,0.49,0.57,0.62,0.47,0.62,0.5
tmva.csv,0.72,0.0,0.59,0.58,0.36,0.52,0.6,0.58,0.59,0.45,0.54,0.99
vienna-add-in.csv,0.0,0.0,0.62,0.45,0.55,0.54,0.97,0.37,0.53,0.09,0.12,0.61
vrjuggler.csv,0.0,0.35,0.06,0.43,0.02,0.59,0.33,0.4,0.0,0.95,0.23,0.04
wpdev.csv,1.0,0.0,0.21,0.35,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
