,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,2.0,0.0,2.0,22.0,81.0,0.0,1.0,1.0,4.0,10.0,1.0,12.0,4.0,162.0,0.0,0.0,2.0,0.0,0.0
co-ode-owl-plugins.csv,0.0,1.0,3.0,8.0,44.0,0.0,2.0,0.0,2.0,0.0,0.0,32.0,1.0,122.0,1.0,12.0,12.0,0.0,1.0
exl.csv,0.0,3.0,0.0,5.0,12.0,0.0,0.0,4.0,3.0,1.0,5.0,14.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0
firebreath.csv,2.0,1.0,4.0,13.0,52.0,1.0,2.0,0.0,5.0,10.0,2.0,21.0,1.0,175.0,0.0,0.0,4.0,0.0,0.0
irplus.csv,4.0,0.0,3.0,0.0,20.0,1.0,1.0,3.0,10.0,0.0,1.0,36.0,0.0,167.0,0.0,0.0,4.0,4.0,0.0
jasperreports.csv,0.0,1.0,8.0,2.0,415.0,0.0,2.0,1.0,3.0,10.0,0.0,16.0,1.0,0.0,0.0,0.0,85.0,0.0,53.0
javaprofiler.csv,1.0,3.0,4.0,17.0,50.0,2.0,0.0,5.0,7.0,3.0,0.0,20.0,0.0,206.0,1.0,0.0,3.0,0.0,0.0
konversation.csv,3.0,1.0,13.0,0.0,7.0,1.0,2.0,0.0,12.0,7.0,11.0,11.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0
lazarus-ccr.csv,0.0,5.0,65.0,32.0,26.0,1.0,5.0,1.0,0.0,0.0,6.0,3.0,1.0,139.0,1.0,1.0,5.0,0.0,0.0
linuxsh.csv,0.0,0.0,0.0,19.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,4.0,20.0,1.0,9.0,1.0,0.0,1.0
migen.csv,2.0,1.0,4.0,2.0,21.0,0.0,0.0,2.0,2.0,24.0,1.0,14.0,0.0,30.0,0.0,3.0,18.0,0.0,0.0
moviesandbox.csv,0.0,0.0,0.0,16.0,17.0,0.0,2.0,3.0,1.0,3.0,0.0,17.0,1.0,4.0,0.0,0.0,8.0,1.0,0.0
mvnforum.csv,51.0,1.0,0.0,0.0,29.0,1.0,1.0,6.0,1.0,109.0,3.0,14.0,0.0,502.0,0.0,0.0,85.0,0.0,0.0
nebuladevice.csv,4.0,0.0,65.0,11.0,49.0,0.0,2.0,5.0,9.0,2.0,1.0,34.0,3.0,11.0,1.0,0.0,0.0,1.0,0.0
ontomorphtab.csv,0.0,0.0,3.0,9.0,5.0,0.0,1.0,5.0,0.0,2.0,2.0,9.0,1.0,96.0,1.0,2.0,0.0,0.0,0.0
opengs.csv,2.0,2.0,1.0,2.0,21.0,0.0,1.0,0.0,0.0,13.0,0.0,13.0,3.0,97.0,2.0,4.0,6.0,3.0,0.0
scite-ru.csv,5.0,1.0,4.0,18.0,98.0,1.0,2.0,1.0,0.0,9.0,2.0,22.0,1.0,181.0,1.0,0.0,8.0,0.0,0.0
tokratan.csv,1.0,0.0,65.0,16.0,76.0,0.0,3.0,1.0,2.0,13.0,9.0,0.0,1.0,75.0,0.0,7.0,0.0,1.0,0.0
xuggle.csv,5.0,1.0,4.0,23.0,0.0,1.0,2.0,3.0,14.0,7.0,2.0,22.0,1.0,178.0,0.0,0.0,5.0,0.0,0.0
