,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.36,0.42,0.44,0.43,0.48,0.43,0.38,0.41,0.34,0.38,0.72,0.51,0.3,0.44,0.54,0.33,0.31,0.39,0.45
co-ode-owl-plugins.csv,0.91,0.47,0.72,0.67,0.76,0.37,0.47,0.75,0.8,0.94,0.51,0.47,0.36,0.6,0.49,0.62,0.66,0.53,0.41
exl.csv,0.44,0.48,0.6,0.41,0.52,0.36,0.33,0.59,0.36,0.54,0.45,0.43,0.37,0.47,0.64,0.41,0.4,0.59,0.44
firebreath.csv,0.76,0.59,0.55,0.65,0.72,0.5,0.44,0.62,0.43,0.48,0.42,0.48,0.44,0.54,0.81,0.38,0.94,0.43,0.47
irplus.csv,0.52,0.64,0.69,0.78,0.95,0.62,0.56,0.52,0.48,0.56,0.76,0.69,0.48,0.62,0.64,0.62,0.64,0.69,0.82
jasperreports.csv,0.75,0.57,0.9,0.67,0.93,0.75,0.77,0.86,0.83,0.62,0.5,0.51,0.5,0.95,0.0,0.5,0.0,0.94,0.0
javaprofiler.csv,0.67,0.52,0.44,0.41,0.53,0.4,0.39,0.57,0.48,0.63,0.46,0.43,0.3,0.53,0.53,0.44,0.38,0.47,0.45
konversation.csv,0.89,0.95,0.95,0.89,0.95,0.62,0.83,0.75,0.91,0.94,0.93,0.84,0.91,0.93,0.8,0.94,0.88,0.67,0.58
lazarus-ccr.csv,0.57,0.54,0.0,0.88,0.56,0.64,0.6,0.65,0.61,0.87,0.91,0.57,0.52,0.69,0.58,0.66,0.67,0.7,0.51
linuxsh.csv,0.52,0.71,0.89,0.64,0.6,0.42,0.47,0.72,0.38,0.59,0.42,0.6,0.57,0.79,0.68,0.67,0.9,0.72,0.48
migen.csv,0.75,0.59,0.56,0.58,0.65,0.86,0.52,0.96,0.89,0.69,0.64,0.57,0.89,0.75,0.67,0.62,0.59,0.79,0.42
moviesandbox.csv,0.65,0.56,0.59,0.56,0.68,0.47,0.45,0.64,0.8,0.94,0.57,0.5,0.48,0.68,0.59,0.52,0.92,0.76,0.43
mvnforum.csv,0.0,0.92,0.86,0.83,0.99,0.93,0.94,0.97,0.5,0.75,0.94,0.94,0.76,0.98,0.88,0.9,0.75,0.95,0.5
nebuladevice.csv,0.4,0.86,0.75,0.66,0.99,0.8,0.93,0.95,0.42,0.81,0.94,0.9,0.86,0.98,0.93,0.9,0.93,0.81,0.94
ontomorphtab.csv,0.5,0.44,0.43,0.53,0.87,0.48,0.4,0.42,0.88,0.73,0.41,0.42,0.64,0.58,0.5,0.36,0.85,0.93,0.35
opengs.csv,0.6,0.67,0.89,0.59,0.63,0.38,0.41,0.93,0.0,0.93,0.62,0.56,0.46,0.57,0.93,0.59,0.53,0.75,0.38
scite-ru.csv,0.41,0.46,0.44,0.61,0.6,0.41,0.44,0.53,0.76,0.69,0.43,0.43,0.34,0.47,0.47,0.43,0.37,0.4,0.47
tokratan.csv,0.88,0.58,0.75,0.71,0.7,0.46,0.65,0.66,0.5,0.63,0.92,0.93,0.79,0.75,0.89,0.73,0.92,0.92,0.86
xuggle.csv,0.53,0.71,0.47,0.6,0.98,0.39,0.63,0.55,0.44,0.54,0.46,0.57,0.46,0.55,0.57,0.54,0.52,0.6,0.54
