,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.59,0.72,0.49,0.09,0.39,0.5,0.44,0.17,0.63,0.26,0.36,0.76,0.09,0.17,0.97,0.33,0.17,0.13,0.47
co-ode-owl-plugins.csv,0.29,0.51,0.57,0.62,0.44,0.67,0.55,0.37,0.17,0.95,0.57,0.66,0.68,0.82,0.33,0.4,0.31,0.66,0.65
exl.csv,0.55,0.55,0.47,0.69,0.73,0.66,0.64,0.49,0.65,0.75,0.63,0.59,0.46,0.75,0.5,0.71,0.65,0.56,1.0
firebreath.csv,0.46,0.54,0.62,0.74,0.63,0.55,0.55,0.91,0.42,0.52,0.64,0.43,0.29,0.36,0.27,0.62,0.24,0.42,0.62
irplus.csv,0.27,0.54,0.21,0.2,0.35,0.41,0.42,0.49,0.45,0.32,0.4,0.53,0.52,0.66,0.44,0.97,0.23,0.27,0.28
jasperreports.csv,0.1,0.37,0.11,0.1,0.0,0.06,0.41,0.1,0.12,0.66,0.02,0.43,0.56,0.88,0.01,0.45,0.0,0.2,0.0
javaprofiler.csv,0.5,0.47,0.09,0.24,0.61,0.43,0.72,0.58,0.62,0.71,0.54,0.37,0.45,0.76,0.46,0.63,0.57,0.99,0.79
konversation.csv,0.1,0.29,0.4,0.79,0.16,0.31,0.28,0.02,0.27,0.32,0.09,0.36,0.2,0.27,0.05,0.32,0.23,0.05,0.49
lazarus-ccr.csv,0.97,0.42,0.0,0.1,0.57,0.46,0.44,0.56,0.41,0.79,0.09,0.53,0.7,0.52,0.55,0.39,0.42,0.34,0.68
linuxsh.csv,0.36,0.37,0.85,0.61,0.59,0.61,0.55,0.43,0.54,0.2,0.62,0.62,0.35,0.69,0.2,0.32,0.38,0.42,0.55
migen.csv,0.25,0.38,0.46,0.75,0.49,0.11,0.98,0.26,0.28,0.2,0.45,0.61,0.2,0.51,0.02,0.36,0.36,0.28,0.76
moviesandbox.csv,0.46,0.45,0.58,0.61,0.64,0.94,0.55,0.4,0.12,0.2,0.64,0.65,0.55,0.68,0.26,0.53,0.16,0.31,0.68
mvnforum.csv,0.0,0.17,0.41,0.1,0.34,0.21,0.3,0.21,0.06,0.0,0.37,0.16,0.91,0.0,0.07,0.19,0.0,0.2,0.06
nebuladevice.csv,0.55,0.07,0.0,0.69,0.26,0.11,0.28,0.2,0.37,0.73,0.23,0.23,0.07,0.27,0.1,0.19,0.94,0.41,0.32
ontomorphtab.csv,0.45,0.98,0.32,0.67,0.44,0.55,0.72,0.56,0.23,0.37,0.5,0.6,0.53,0.84,0.23,0.47,0.37,0.14,0.51
opengs.csv,0.37,0.27,0.21,0.7,0.61,0.6,0.55,0.12,0.06,0.07,0.98,0.62,0.46,0.57,0.1,0.4,0.37,0.24,0.65
scite-ru.csv,0.55,0.43,0.17,0.67,0.61,0.69,0.66,0.53,0.8,0.71,0.71,0.17,0.32,0.09,0.0,0.66,0.4,0.0,0.47
tokratan.csv,0.2,0.36,0.0,0.61,0.55,0.45,0.42,0.39,0.52,0.07,0.07,0.94,0.2,0.27,0.07,0.23,0.38,0.15,0.18
xuggle.csv,0.46,0.46,0.2,0.52,0.89,0.58,0.46,0.48,0.44,0.52,0.64,0.52,0.5,0.26,0.64,0.53,0.63,0.59,0.63
